company_name,high,low,last_price,prev_close,change,percent_gain
"Olectra GreenteAdd toWatchlist | PortfolioACTIONSOlectra Greente closes above 30-Day,50-Day Moving Average today.Only Buyers in Olectra Greente on NSE",482.75,426.20,479.95,402.30,77.65,19.3
"Mahindra CIEAdd toWatchlist | PortfolioACTIONSMahindra CIE closes above 30-Day Moving Average of 389.48 today.Mahindra CIE Block Deal on NSE||Qty: 32,285||Deal Price: 392.55||Value (cr): 1.27||Time: 09:16amNEWSMahindra CIE Automotive Q4 profit grows 153% to Rs 195 crore 2023-02-22 20:13:37View all",462.40,387.05,448.60,387.55,61.05,15.75
Indiabulls RealAdd toWatchlist | PortfolioACTIONSIndiabulls Real closes above 150-Day Moving Average of 76.57 today.,60.65,53.30,59.50,52.95,6.55,12.37
PB FintechAdd toWatchlist | PortfolioACTIONSPB Fintech closes above 200-Day Moving Average of 503.27 today.,586.00,521.00,576.80,521.55,55.25,10.59
"Campus ActiveAdd toWatchlist | PortfolioACTIONSCampus Active closes above 30-Day,50-Day Moving Average today.",410.00,378.55,406.20,375.90,30.3,8.06
"Sheela FoamAdd toWatchlist | PortfolioACTIONSSheela Foam POM on Feb 18, 2023||Announcement date: Jan 18, 2023","1,203.25","1,121.30","1,193.85","1,124.25",69.6,6.19
"GAILAdd toWatchlist | PortfolioACTIONSGAIL closes above 30-Day,50-Day Moving Average today.GAIL Block Deal on NSE||Qty: 124,673||Deal Price: 97.65||Value (cr): 1.22||Time: 09:16am",103.95,98.25,103.45,98.05,5.4,5.51
GNFCAdd toWatchlist | PortfolioACTIONSGNFC closes above 30-Day Moving Average of 545.07 today.,554.95,523.60,551.70,524.50,27.2,5.19
Alok IndustriesAdd toWatchlist | PortfolioACTIONSOnly Buyers in Alok Industries on NSEOnly Buyers in Alok Industries on NSE,12.20,12.20,12.20,11.65,0.55,4.72
WhirlpoolAdd toWatchlist | PortfolioACTIONSBuy Whirlpool of India; target of Rs 1707: YES Securities,"1,324.80","1,271.05","1,321.00","1,269.55",51.45,4.05
