company_name,high,low,last_price,prev_close,change,percent_gain
PI Industries,"3,698.45","3,410.05","3,623.70","3,297.15",326.55,9.9
Union Bank,64.50,59.10,64.05,58.55,5.50,9.39
Bank of India,77.70,69.40,76.95,70.65,6.30,8.92
PNB,46.00,42.10,44.95,41.85,3.10,7.41
Poly Medicure,"1,045.00",965.50,"1,031.35",962.40,68.95,7.16
SKF India,"4,850.00","4,542.00","4,803.40","4,508.15",295.25,6.55
Central Bank,24.50,22.65,24.05,22.60,1.45,6.42
Aegis Logistics,321.45,295.85,316.30,297.50,18.80,6.32
IDBI Bank,51.25,46.60,49.50,46.60,2.90,6.22
Ceat,"1,736.85","1,495.05","1,706.05","1,616.70",89.35,5.53
Bank of Baroda,167.00,157.25,166.30,158.35,7.95,5.02
Vinati Organics,"2,095.00","2,001.00","2,077.85","1,981.45",96.40,4.87
3M India,"24,163.80","22,301.00","23,483.95","22,400.70","1,083.25",4.84
Bosch,"17,510.30","16,340.00","17,223.60","16,446.20",777.40,4.73
General Insuran,139.85,127.15,136.10,130.10,6.00,4.61
AAVAS Financier,"2,020.00","1,915.00","2,001.45","1,914.20",87.25,4.56
Timken,"2,844.80","2,670.05","2,820.65","2,700.75",119.90,4.44
Adani Ports,901.00,859.00,890.80,853.00,37.80,4.43
AstraZeneca,"3,620.00","3,420.15","3,561.35","3,410.85",150.50,4.41
Rattanindia Ent,53.35,50.75,52.65,50.50,2.15,4.26
AU Small Financ,647.60,616.00,642.55,616.35,26.20,4.25
Jubilant Ing.,562.00,535.50,557.15,535.00,22.15,4.14
IOB,22.15,20.80,21.90,21.05,0.85,4.04
Bombay Burmah,977.00,925.00,963.00,926.15,36.85,3.98
Trident,39.20,37.65,38.80,37.35,1.45,3.88
Bank of Mah,24.70,23.35,24.20,23.30,0.90,3.86
Lakshmi Machine,"13,510.00","12,975.65","13,484.05","13,050.80",433.25,3.32
Affle India,"1,205.00","1,150.50","1,190.95","1,153.25",37.70,3.27
Container Corp,828.75,786.60,809.65,784.20,25.45,3.25
Shipping Corp,131.75,127.00,131.00,126.95,4.05,3.19
EngineersInd,76.35,72.25,75.40,73.20,2.20,3.01
UTI AMC,710.00,679.00,699.85,679.60,20.25,2.98
Indian Bank,269.70,259.00,267.45,259.90,7.55,2.9
TVS Motor,"1,166.00","1,115.05","1,144.75","1,112.75",32.00,2.88
JK Lakshmi Cem,690.00,655.55,684.20,665.15,19.05,2.86
Jubilant Pharmo,392.00,375.50,389.70,378.95,10.75,2.84
Swan Energy,220.75,213.10,219.35,213.45,5.90,2.76
Macrotech Dev,959.60,927.00,955.05,929.45,25.60,2.75
Hinduja Global,"1,225.50","1,185.15","1,221.80","1,189.30",32.50,2.73
Poonawalla Fin,325.80,309.55,319.35,310.95,8.40,2.7
MOTHERSON,69.05,66.85,68.30,66.55,1.75,2.63
Coal India,263.40,254.55,255.80,249.55,6.25,2.5
Can Fin Homes,538.95,522.25,534.80,521.80,13.00,2.49
Tata Inv Corp,"2,533.00","2,400.25","2,452.65","2,393.80",58.85,2.46
Rail Vikas,53.40,49.35,52.00,50.80,1.20,2.36
Adani Green Ene,"2,258.80","2,163.60","2,215.50","2,165.70",49.80,2.3
JK Paper,406.00,396.15,403.90,394.85,9.05,2.29
Amara Raja Batt,619.00,594.35,615.45,601.85,13.60,2.26
Avanti Feeds,473.80,440.00,446.50,436.75,9.75,2.23
Linde India,"3,197.70","3,100.00","3,177.05","3,108.05",69.00,2.22
RBL Bank,142.65,135.40,139.25,136.25,3.00,2.2
Rashtriya Chem,106.20,102.40,104.15,101.95,2.20,2.16
ITC,361.45,353.20,360.70,353.50,7.20,2.04
KRBL,398.00,382.05,388.85,381.25,7.60,1.99
Saregama India,402.85,384.30,398.35,390.65,7.70,1.97
Indiabulls Real,79.55,77.15,78.45,76.95,1.50,1.95
Solar Ind,"4,224.85","4,100.05","4,167.70","4,087.90",79.80,1.95
Manappuram Fin,110.00,107.05,109.00,106.95,2.05,1.92
Kalyan Jeweller,109.55,104.50,107.30,105.30,2.00,1.9
KEI Industries,"1,605.00","1,554.10","1,593.75","1,564.20",29.55,1.89
Vodafone Idea,8.70,8.30,8.50,8.35,0.15,1.8
Delta Corp,224.80,218.80,222.20,218.30,3.90,1.79
IRB Infra,264.40,257.75,261.00,256.40,4.60,1.79
Supreme Ind,"2,429.00","2,346.05","2,400.80","2,358.60",42.20,1.79
eClerx Services,"1,375.00","1,325.70","1,363.95","1,340.25",23.70,1.77
Bayer CropScien,"4,765.00","4,674.00","4,755.20","4,673.50",81.70,1.75
