company_name,high,low,last_price,prev_close,change,percent_gain
Mahindra Life,384.90,352.35,380.05,349.30,30.75,8.8
Adani Ports,507.00,395.10,498.85,462.45,36.4,7.87
AAVAS Financier,"2,016.55","1,846.00","1,998.65","1,861.40",137.25,7.37
Titan Company,"2,470.00","2,320.10","2,463.10","2,308.10",155,6.72
Bank of Baroda,164.35,151.75,163.60,154.05,9.55,6.2
Ambuja Cements,380.70,318.50,373.60,352.55,21.05,5.97
Rajesh Exports,977.00,865.75,946.85,898.35,48.5,5.4
Bajaj Finance,"6,030.00","5,747.05","6,014.25","5,717.65",296.6,5.19
Bajaj Finserv,"1,340.80","1,281.30","1,337.45","1,271.90",65.55,5.15
Bajaj Finserv,"1,340.80","1,281.30","1,337.45","1,271.90",65.55,5.15
ACC,"1,939.25","1,695.90","1,926.75","1,841.25",85.5,4.64
Firstsource Sol,116.80,110.10,116.25,111.50,4.75,4.26
Aarti Drugs,424.40,400.55,419.25,402.20,17.05,4.24
Canara Bank,297.30,278.75,296.50,285.10,11.4,4
Orient Electric,284.90,269.00,283.10,272.20,10.9,4
Dalmia Bharat,"1,883.95","1,791.80","1,867.85","1,802.65",65.2,3.62
Siemens,"3,049.00","2,920.30","3,027.70","2,925.50",102.2,3.49
HDFC Bank,"1,660.50","1,607.00","1,658.80","1,603.35",55.45,3.46
TeamLease Ser.,"2,372.45","2,255.00","2,324.35","2,248.65",75.7,3.37
EPL,153.95,147.90,152.75,147.80,4.95,3.35
TVS Motor,"1,039.80",999.60,"1,035.60","1,002.05",33.55,3.35
Berger Paints,560.85,527.15,558.30,540.60,17.7,3.27
CenturyPlyboard,515.00,488.80,506.55,490.50,16.05,3.27
Supreme Ind,"2,646.00","2,524.75","2,629.70","2,548.25",81.45,3.2
Sterling Wilson,289.00,276.00,286.90,278.00,8.9,3.2
Jamna Auto,109.90,105.50,108.15,104.85,3.3,3.15
HDFC,"2,698.00","2,609.95","2,694.65","2,613.30",81.35,3.11
Eicher Motors,"3,325.00","3,199.55","3,316.70","3,217.30",99.4,3.09
SBI,545.95,519.15,544.20,528.10,16.1,3.05
Kalyan Jeweller,115.00,111.10,113.95,110.65,3.3,2.98
eClerx Services,"1,532.00","1,475.55","1,495.90","1,452.75",43.15,2.97
UPL,718.00,697.50,715.70,696.40,19.3,2.77
SBI Life Insura,"1,145.65","1,115.00","1,138.05","1,107.50",30.55,2.76
Mahindra Holida,265.00,251.00,259.50,252.70,6.8,2.69
MCX India,"1,516.75","1,469.85","1,509.00","1,469.90",39.1,2.66
M&M,"1,391.95","1,350.55","1,388.00","1,352.40",35.6,2.63
Zomato,49.25,47.70,48.75,47.50,1.25,2.63
Ratnamani Metal,"2,385.95","2,236.75","2,351.10","2,291.10",60,2.62
Bank of India,80.40,76.65,79.75,77.75,2,2.57
IndusInd Bank,"1,131.00","1,079.00","1,103.55","1,075.90",27.65,2.57
Grindwell Norto,"2,050.00","1,975.00","2,030.25","1,980.20",50.05,2.53
M&M Financial,247.85,234.00,243.60,237.80,5.8,2.44
Aegis Logistics,388.80,361.90,367.20,358.65,8.55,2.38
AB Capital,142.85,138.00,141.75,138.50,3.25,2.35
Birla Corp,932.70,901.15,928.50,907.20,21.3,2.35
SBI Card,758.00,734.00,754.05,737.35,16.7,2.26
Power Finance,141.85,135.65,141.50,138.45,3.05,2.2
Pidilite Ind,"2,348.95","2,281.60","2,341.55","2,291.45",50.1,2.19
Blue Star,"1,392.95","1,333.05","1,358.25","1,329.85",28.4,2.14
ICICI Prudentia,423.70,408.35,418.00,409.45,8.55,2.09
Trent,"1,238.40","1,209.05","1,235.65","1,210.60",25.05,2.07
Sun Pharma,"1,032.45","1,001.65","1,028.15","1,007.60",20.55,2.04
Asian Paints,"2,763.90","2,700.00","2,760.40","2,705.65",54.75,2.02
PNB,52.30,49.20,51.80,50.80,1,1.97
Bharti Airtel,794.95,778.40,792.90,777.75,15.15,1.95
Carborundum,994.95,967.00,991.45,972.85,18.6,1.91
Abbott India,"20,925.30","20,436.65","20,872.25","20,480.30",391.95,1.91
Brigade Ent,481.80,468.30,478.60,470.25,8.35,1.78
CSB Bank,254.00,248.50,251.70,247.45,4.25,1.72
Phoenix Mills,"1,397.80","1,340.00","1,390.30","1,366.95",23.35,1.71
PB Fintech,438.90,416.25,427.95,420.90,7.05,1.67
Bajaj Auto,"3,858.00","3,769.20","3,852.55","3,790.70",61.85,1.63
Axis Bank,885.00,859.25,882.60,868.45,14.15,1.63
Sun Pharma Adv,199.00,191.65,196.50,193.55,2.95,1.52
Bosch,"17,445.00","17,083.10","17,415.45","17,168.70",246.75,1.44
Ceat,"1,554.85","1,509.05","1,548.10","1,526.30",21.8,1.43
Adani Enterpris,"1,679.90","1,017.45","1,586.80","1,565.25",21.55,1.38
Saregama India,350.00,339.15,346.50,341.85,4.65,1.36
FSN E-Co Nykaa,143.80,138.00,141.75,139.90,1.85,1.32
Jindal Steel,584.90,569.55,582.65,575.05,7.6,1.32
Tejas Networks,553.90,536.90,550.30,543.30,7,1.29
Escorts Kubota,"2,087.55","2,040.25","2,077.15","2,051.15",26,1.27
MOTHERSON,77.00,74.60,75.90,74.95,0.95,1.27
Suprajit Eng,328.00,321.10,325.00,320.95,4.05,1.26
RBL Bank,158.25,152.20,157.40,155.45,1.95,1.25
LIC Housing Fin,400.70,389.60,399.70,394.85,4.85,1.23
Ashok Leyland,156.30,151.65,153.90,152.05,1.85,1.22
Britannia,"4,659.75","4,570.10","4,628.85","4,573.05",55.8,1.22
Prism Johnson,106.50,99.35,103.50,102.25,1.25,1.22
Gujarat Fluoro,"2,735.00","2,580.55","2,683.60","2,651.40",32.2,1.21
Granules India,293.65,286.30,292.05,288.60,3.45,1.2
CESC,73.25,71.40,72.65,71.80,0.85,1.18
Mastek,"1,650.00","1,613.85","1,641.50","1,622.45",19.05,1.17
Triveni Turbine,269.60,261.20,264.15,261.10,3.05,1.17
NBCC (India),35.25,33.65,34.90,34.50,0.4,1.16
Shriram Finance,"1,284.20","1,250.00","1,279.05","1,264.50",14.55,1.15
Atul,"7,270.00","7,156.05","7,248.40","7,167.10",81.3,1.13
Can Fin Homes,581.00,564.05,578.10,571.65,6.45,1.13
NOCIL,211.25,204.50,209.75,207.40,2.35,1.13
Brightcom Group,27.90,25.95,27.40,27.10,0.3,1.11
Grasim,"1,619.05","1,575.85","1,616.35","1,598.75",17.6,1.1
KPR Mill,533.95,525.15,530.85,525.15,5.7,1.09
