company_name,high,low,last_price,prev_close,change,percent_gain
FSN E-Co Nykaa,"1,180.25",982.25,"1,152.75",983.55,169.20,17.2
Swan Energy,227.95,203.20,226.50,205.95,20.55,9.98
HFCL,83.40,77.75,82.70,77.00,5.70,7.4
Supreme Ind,"2,190.00","1,952.20","2,170.30","2,037.35",132.95,6.53
Karur Vysya,104.75,98.20,104.00,97.85,6.15,6.29
JSW Energy,339.80,325.50,337.65,318.25,19.40,6.1
VIP Industries,764.00,707.55,747.10,704.40,42.70,6.06
Max Healthcare,460.00,426.85,456.30,430.35,25.95,6.03
Just Dial,638.00,600.50,629.35,598.45,30.90,5.16
Metro Brands,876.00,823.55,866.60,826.15,40.45,4.9
EID Parry,624.80,582.60,619.40,590.50,28.90,4.89
Shyam Metalics,306.90,293.05,305.80,291.75,14.05,4.82
Trent,"1,543.00","1,460.00","1,527.90","1,458.95",68.95,4.73
Rajesh Exports,705.00,662.05,691.60,660.60,31.00,4.69
Adani Total Gas,"3,658.70","3,423.00","3,602.85","3,444.05",158.80,4.61
Dalmia Bharat,"1,605.00","1,535.50","1,600.95","1,532.55",68.40,4.46
Shree Cements,"22,800.00","21,760.50","22,740.50","21,779.85",960.65,4.41
J. K. Cement,"2,725.00","2,607.50","2,712.65","2,598.45",114.20,4.39
Cummins,"1,351.95","1,300.00","1,347.90","1,292.70",55.20,4.27
UltraTechCement,"6,730.90","6,454.75","6,714.95","6,445.85",269.10,4.17
JB Chemicals,"1,979.85","1,900.00","1,973.50","1,894.85",78.65,4.15
Astral Ltd,"2,044.80","1,962.70","2,031.15","1,951.55",79.60,4.08
BASF,"2,894.90","2,766.40","2,868.80","2,758.90",109.90,3.98
Guj Amb Exports,258.50,242.70,252.80,243.25,9.55,3.93
Indoco Remedies,365.20,341.20,354.00,340.60,13.40,3.93
Jyothy Labs,199.80,189.95,197.95,190.50,7.45,3.91
Thermax,"2,209.95","2,088.55","2,171.95","2,091.35",80.60,3.85
Indian Bank,256.40,246.10,253.90,244.60,9.30,3.8
Narayana Hruda,795.00,766.90,791.45,762.80,28.65,3.76
eClerx Services,"1,326.00","1,272.25","1,319.70","1,272.30",47.40,3.73
Motherson SWI,89.40,84.55,87.50,84.35,3.15,3.73
Rain Industries,168.30,161.55,167.30,161.35,5.95,3.69
KPR Mill,558.80,529.55,551.90,532.35,19.55,3.67
Indian Hotels,334.65,322.50,333.80,322.25,11.55,3.58
NLC India,77.60,74.70,77.05,74.40,2.65,3.56
Metropolis,"1,699.05","1,632.40","1,691.80","1,634.50",57.30,3.51
L&T Infotech,"4,750.00","4,625.15","4,739.85","4,584.15",155.70,3.4
Campus Active,585.35,556.00,578.05,559.20,18.85,3.37
Ramco Cements,724.00,699.05,721.80,698.50,23.30,3.34
Cera Sanitary,"5,600.00","5,381.00","5,575.35","5,395.25",180.10,3.34
ZFCVINDIA,"10,481.90","9,874.65","10,228.70","9,900.35",328.35,3.32
Raymond,"1,218.00","1,154.00","1,197.15","1,160.25",36.90,3.18
Firstsource Sol,104.20,101.35,103.85,100.70,3.15,3.13
Chambal Fert,328.45,316.00,326.40,316.55,9.85,3.11
Aditya Birla F,355.40,343.00,353.90,343.30,10.60,3.09
Westlife Dev,754.85,712.55,747.80,725.70,22.10,3.05
Torrent Pharma,"1,655.00","1,597.00","1,650.00","1,601.20",48.80,3.05
Aurobindo Pharm,540.00,524.00,538.15,522.25,15.90,3.04
RITES,389.00,367.25,386.20,374.85,11.35,3.03
Jamna Auto,113.10,109.35,112.60,109.30,3.30,3.02
Birlasoft,272.50,265.30,270.85,263.05,7.80,2.97
ABB India,"3,061.85","2,961.60","3,049.75","2,962.10",87.65,2.96
Syngene Intl,632.75,614.45,631.30,613.20,18.10,2.95
Dixon Technolog,"4,525.00","4,392.00","4,516.60","4,389.15",127.45,2.9
HDFC,"2,475.00","2,412.55","2,469.80","2,400.45",69.35,2.89
Sunteck Realty,393.45,373.35,389.35,378.45,10.90,2.88
Guj State Petro,226.80,220.90,226.15,219.85,6.30,2.87
Timken,"3,020.00","2,911.00","3,000.55","2,917.40",83.15,2.85
ACC,"2,397.90","2,327.90","2,390.30","2,324.45",65.85,2.83
M&M,"1,358.50","1,316.60","1,348.60","1,311.65",36.95,2.82
Deepak Nitrite,"2,326.40","2,250.65","2,313.95","2,250.65",63.30,2.81
Tube Investment,"2,783.85","2,671.75","2,743.25","2,668.30",74.95,2.81
Eicher Motors,"3,864.10","3,758.00","3,850.45","3,745.75",104.70,2.8
Ashok Leyland,153.80,149.60,153.30,149.15,4.15,2.78
AAVAS Financier,"2,026.00","1,945.05","2,018.80","1,964.50",54.30,2.76
Sun Pharma Adv,260.00,253.10,258.30,251.40,6.90,2.74
Sun Pharma,"1,027.30",991.20,"1,016.90",990.00,26.90,2.72
REC,103.10,99.70,102.55,99.85,2.70,2.7
Aarti Drugs,480.00,464.85,479.30,466.75,12.55,2.69
AU Small Financ,590.20,577.15,589.55,574.10,15.45,2.69
Jubilant Food,614.70,595.10,609.95,594.20,15.75,2.65
United Spirits,899.00,872.10,896.35,873.25,23.10,2.65
Bank of India,60.75,58.30,60.25,58.70,1.55,2.64
Info Edge,"3,928.00","3,844.90","3,921.70","3,821.30",100.40,2.63
HDFC Bank,"1,498.00","1,467.25","1,496.70","1,458.70",38.00,2.61
India Cements,243.95,235.25,241.10,235.00,6.10,2.6
Sundram,943.00,905.05,936.45,912.85,23.60,2.59
SUMITOMO,498.00,475.10,492.60,480.20,12.40,2.58
EIH,197.50,188.40,193.85,189.00,4.85,2.57
SRF,"2,565.00","2,505.00","2,558.65","2,494.45",64.20,2.57
CG Consumer,363.35,350.60,362.30,353.50,8.80,2.49
L&T Technology,"3,550.00","3,476.05","3,538.90","3,453.25",85.65,2.48
Ambuja Cements,538.60,521.35,532.95,520.10,12.85,2.47
Havells India,"1,220.00","1,188.10","1,216.30","1,187.35",28.95,2.44
Larsen,"2,034.65","1,978.20","2,023.10","1,975.05",48.05,2.43
Lakshmi Machine,"12,975.00","12,600.00","12,879.50","12,582.00",297.50,2.36
CreditAccess Gr,977.25,949.25,975.20,953.10,22.10,2.32
Bosch,"16,555.00","16,122.60","16,488.60","16,114.40",374.20,2.32
Infibeam Avenue,20.25,17.35,17.70,17.30,0.40,2.31
UPL,732.00,711.00,730.20,713.90,16.30,2.28
EngineersInd,70.50,68.85,70.25,68.70,1.55,2.26
IIFL Finance,424.35,407.95,419.90,410.65,9.25,2.25
Birla Corp,935.00,903.20,923.00,902.75,20.25,2.24
