company_name,high,low,last_price,prev_close,change,percent_gain
EPL,196.20,173.00,191.80,172.20,19.6,11.38
TV18 Broadcast,33.25,29.60,32.75,30.05,2.7,8.99
Cyient,"1,275.55","1,168.80","1,257.35","1,162.80",94.55,8.13
Finolex Ind,186.50,171.50,184.85,171.05,13.8,8.07
KEC Intl,564.90,512.60,552.30,513.30,39,7.6
Varun Beverages,"1,620.00","1,514.65","1,606.40","1,505.45",100.95,6.71
Shipping Corp,102.70,97.75,99.65,94.20,5.45,5.79
Jubilant Pharmo,349.60,326.15,342.25,323.85,18.4,5.68
Motilal Oswal,635.00,601.95,633.55,599.75,33.8,5.64
Sobha,509.95,480.95,505.50,479.25,26.25,5.48
Network 18,60.95,55.40,59.25,56.25,3,5.33
Godrej Ind,469.65,443.15,466.20,444.20,22,4.95
Brightcom Group,12.95,12.60,12.95,12.35,0.6,4.86
Hinduja Global,"1,116.90","1,059.55","1,099.30","1,052.20",47.1,4.48
Natco Pharma,654.00,614.25,648.75,621.05,27.7,4.46
GE Shipping,684.00,655.00,680.45,651.95,28.5,4.37
Indiabulls Hsg,115.70,109.90,115.05,110.30,4.75,4.31
Equitas Bank,80.00,76.10,79.55,76.30,3.25,4.26
Engineers India,99.90,93.75,99.25,95.25,4,4.2
ICICI Securitie,505.60,482.00,499.15,481.95,17.2,3.57
NCC,117.75,110.60,116.85,112.85,4,3.54
Sona BLW,545.00,519.60,539.40,521.70,17.7,3.39
Chola Fin Hold,719.80,690.65,717.40,693.90,23.5,3.39
Vedant Fashions,"1,298.90","1,236.75","1,282.10","1,240.50",41.6,3.35
Asahi India,505.00,485.00,503.30,487.75,15.55,3.19
MOTHERSON,78.50,76.10,78.30,75.90,2.4,3.16
Relaxo Footwear,880.00,842.80,868.90,842.80,26.1,3.1
Aarti Drugs,454.60,429.10,451.00,437.50,13.5,3.09
CreditAccess Gr,"1,043.50",993.40,"1,030.95","1,000.90",30.05,3
Vardhman Text,329.00,315.50,325.60,316.30,9.3,2.94
IRB Infra,28.80,28.05,28.40,27.60,0.8,2.9
IRB Infra,28.80,28.05,28.40,27.60,0.8,2.9
One 97 Paytm,732.00,700.00,728.00,707.45,20.55,2.9
IndusInd Bank,"1,175.80","1,150.00","1,172.55","1,140.60",31.95,2.8
Varroc Engineer,302.00,287.75,293.20,285.55,7.65,2.68
New India Assur,120.30,112.80,117.30,114.25,3.05,2.67
Suprajit Eng,388.00,371.90,382.65,373.05,9.6,2.57
Guj State Petro,282.40,272.60,280.50,273.55,6.95,2.54
Medplus Health,776.95,730.05,758.90,740.40,18.5,2.5
Gujarat Pipavav,118.00,112.55,117.25,114.40,2.85,2.49
Vinati Organics,"1,998.95","1,949.00","1,994.70","1,946.60",48.1,2.47
JM Financial,65.15,60.00,64.85,63.30,1.55,2.45
Mahanagar Gas,"1,103.00","1,055.40","1,099.45","1,073.90",25.55,2.38
Lakshmi Machine,"11,192.40","10,852.00","11,136.70","10,883.45",253.25,2.33
Cera Sanitary,"6,760.00","6,540.00","6,728.20","6,575.80",152.4,2.32
Rajesh Exports,610.00,578.65,602.75,589.10,13.65,2.32
Sanofi India,"5,791.55","5,425.00","5,700.45","5,572.95",127.5,2.29
Blue Dart,"5,874.00","5,718.05","5,864.60","5,734.30",130.3,2.27
Redington,174.50,170.15,173.65,170.10,3.55,2.09
Firstsource Sol,132.00,126.55,130.10,127.45,2.65,2.08
SKF India,"4,250.00","4,165.95","4,242.80","4,156.15",86.65,2.08
GMR Airports,46.85,45.70,46.75,45.80,0.95,2.07
Oil India,260.50,254.10,259.30,254.05,5.25,2.07
General Insuran,177.45,167.10,173.05,169.55,3.5,2.06
