company_name,high,low,last_price,prev_close,change,percent_gain
MRPL,61.85,54.20,60.95,54.70,6.25,11.43
Vijaya Diagnost,410.00,353.25,386.60,352.25,34.35,9.75
L&T Technology,"3,749.00","3,500.00","3,731.00","3,446.95",284.05,8.24
Alok Industries,13.50,11.80,12.70,11.85,0.85,7.17
Network 18,62.40,54.90,58.90,55.00,3.9,7.09
Raymond,"1,756.00","1,622.00","1,714.90","1,611.85",103.05,6.39
C. E. Info Syst,"1,078.00","1,004.25","1,063.45","1,000.05",63.4,6.34
Glenmark,555.00,520.10,551.15,521.25,29.9,5.74
Mahindra CIE,416.80,381.75,406.80,385.00,21.8,5.66
Vodafone Idea,7.05,6.55,6.90,6.55,0.35,5.34
EPL,175.40,164.55,174.80,166.00,8.8,5.3
City Union Bank,146.00,137.80,139.70,133.20,6.5,4.88
Central Bank,29.15,27.80,29.00,27.70,1.3,4.69
Tata Elxsi,"6,635.00","6,265.15","6,578.20","6,290.85",287.35,4.57
UNO Minda,522.00,496.05,520.65,498.15,22.5,4.52
Shoppers Stop,655.00,631.00,644.50,617.25,27.25,4.41
BSE Limited,523.90,498.90,520.75,499.25,21.5,4.31
Zomato,61.15,58.35,60.70,58.20,2.5,4.3
Tanla Platforms,688.00,643.05,681.00,653.50,27.5,4.21
Syngene Intl,660.00,632.00,649.85,624.40,25.45,4.08
IRFC,32.50,29.90,31.45,30.25,1.2,3.97
TV18 Broadcast,30.95,29.00,30.25,29.10,1.15,3.95
Kajaria Ceramic,"1,118.90","1,068.25","1,101.05","1,059.65",41.4,3.91
RBL Bank,160.30,152.80,159.35,153.35,6,3.91
LTIMindtree,"4,351.65","4,163.35","4,320.15","4,160.15",160,3.85
Restaurant Bran,102.30,97.20,100.85,97.25,3.6,3.7
Macrotech Dev,967.20,905.00,940.50,906.95,33.55,3.7
Poonawalla Fin,327.70,310.10,319.25,307.90,11.35,3.69
Laxmi Organic,281.25,267.10,277.80,268.15,9.65,3.6
IRB Infra,27.45,26.50,27.20,26.30,0.9,3.42
IRB Infra,27.45,26.50,27.20,26.30,0.9,3.42
Motilal Oswal,632.00,605.30,626.85,607.15,19.7,3.24
Affle India,923.65,877.60,920.60,893.45,27.15,3.04
KPR Mill,609.00,590.00,607.60,589.75,17.85,3.03
Jindal Stainles,289.90,272.20,280.25,272.10,8.15,3
Caplin Labs,679.55,657.75,673.70,654.50,19.2,2.93
CG Consumer,260.70,252.00,259.80,252.55,7.25,2.87
CRISIL,"3,609.00","3,431.75","3,568.40","3,471.55",96.85,2.79
Patanjali Foods,940.75,898.00,938.90,913.60,25.3,2.77
COFORGE LTD.,"4,074.40","3,926.00","4,051.30","3,943.70",107.6,2.73
Max Healthcare,454.40,438.45,452.20,440.30,11.9,2.7
IOC,80.75,78.55,80.45,78.45,2,2.55
Bajaj Auto,"4,422.55","4,294.00","4,408.20","4,299.00",109.2,2.54
Persistent,"4,631.90","4,445.00","4,583.20","4,472.20",111,2.48
Sonata,842.00,822.00,838.05,817.90,20.15,2.46
GE Shipping,679.30,647.60,664.75,649.10,15.65,2.41
RITES,397.35,376.55,389.20,380.10,9.1,2.39
Bajaj Finance,"6,254.45","6,066.00","6,200.05","6,055.95",144.1,2.38
IDBI Bank,54.60,53.05,54.35,53.10,1.25,2.35
Bombay Burmah,"1,038.00","1,001.00","1,032.45","1,008.80",23.65,2.34
Trident,31.35,30.30,31.10,30.40,0.7,2.3
M&M Financial,257.25,250.50,256.85,251.15,5.7,2.27
Endurance Techn,"1,356.85","1,312.00","1,350.70","1,320.80",29.9,2.26
Schaeffler Ind,"2,809.50","2,737.55","2,802.10","2,740.30",61.8,2.26
Delhivery,382.75,365.25,378.10,370.45,7.65,2.07
Intellect Desig,446.75,429.05,439.25,430.70,8.55,1.99
Apollo Tyres,342.75,333.40,341.45,334.85,6.6,1.97
Transport Corp,627.00,611.55,624.15,612.20,11.95,1.95
IIFL Finance,486.00,466.20,483.30,474.10,9.2,1.94
PNB Housing Fin,449.00,428.00,446.00,437.55,8.45,1.93
Chola Invest.,857.00,832.55,854.40,838.30,16.1,1.92
BPCL,356.50,348.85,355.65,349.00,6.65,1.91
Bajaj Finserv,"1,374.00","1,340.15","1,360.00","1,334.70",25.3,1.9
Bajaj Finserv,"1,374.00","1,340.15","1,360.00","1,334.70",25.3,1.9
Godrej Prop,"1,334.10","1,293.25","1,319.90","1,295.65",24.25,1.87
Sun TV Network,429.20,419.05,428.00,420.25,7.75,1.84
Latent View,363.10,350.05,358.55,352.10,6.45,1.83
Century,682.45,667.90,676.85,665.05,11.8,1.77
Bharat Rasayan,"9,895.00","9,700.00","9,848.25","9,680.35",167.9,1.73
Jubilant Ing.,414.00,405.50,411.90,404.90,7,1.73
Bajaj Holdings,"6,681.00","6,511.55","6,650.25","6,537.60",112.65,1.72
Info Edge,"3,725.00","3,646.25","3,715.35","3,652.35",63,1.72
Bharti Airtel,789.20,771.35,786.50,773.45,13.05,1.69
Dalmia Bharat,"1,975.50","1,933.55","1,966.50","1,934.05",32.45,1.68
Phoenix Mills,"1,431.70","1,390.10","1,413.05","1,389.75",23.3,1.68
SBI Life Insura,"1,145.00","1,125.00","1,137.05","1,118.30",18.75,1.68
UPL,730.75,716.30,727.20,715.35,11.85,1.66
CCL Products,604.00,590.95,599.90,590.15,9.75,1.65
Dixon Technolog,"2,894.00","2,821.00","2,878.70","2,832.60",46.1,1.63
Grindwell Norto,"1,901.00","1,850.10","1,891.30","1,861.20",30.1,1.62
Kotak Mahindra,"1,913.00","1,876.85","1,908.60","1,878.60",30,1.6
Relaxo Footwear,845.90,823.30,843.95,830.70,13.25,1.6
Jindal Steel,580.90,567.40,579.45,570.40,9.05,1.59
Bank of India,81.40,79.65,81.20,79.95,1.25,1.56
KPIT Tech,948.80,907.00,919.55,905.50,14.05,1.55
KRBL,390.75,380.00,386.40,380.50,5.9,1.55
Tata Inv Corp,"2,176.45","2,125.90","2,149.05","2,116.15",32.9,1.55
Thyrocare Techn,453.00,436.05,442.80,436.05,6.75,1.55
Radico Khaitan,"1,147.00","1,118.55","1,140.25","1,122.95",17.3,1.54
Metro Brands,879.75,854.45,866.85,853.80,13.05,1.53
Dr Reddys Labs,"4,939.00","4,818.10","4,918.55","4,845.10",73.45,1.52
Infosys,"1,247.80","1,225.40","1,246.25","1,227.55",18.7,1.52
Infibeam Avenue,13.60,13.25,13.50,13.30,0.2,1.5
Hindalco,431.45,422.05,430.80,424.80,6,1.41
SJVN,37.00,35.15,36.00,35.50,0.5,1.41
Birlasoft,275.30,264.75,271.20,267.45,3.75,1.4
Can Fin Homes,598.00,576.05,593.20,585.15,8.05,1.38
Saregama India,329.00,322.95,327.55,323.10,4.45,1.38
MphasiS,"1,806.65","1,751.75","1,784.05","1,760.00",24.05,1.37
SKF India,"4,199.90","4,111.65","4,147.10","4,091.15",55.95,1.37
Bandhan Bank,228.00,223.50,226.85,223.80,3.05,1.36
HINDPETRO,253.50,248.75,250.60,247.25,3.35,1.35
Kansai Nerolac,382.00,375.55,379.95,374.95,5,1.33
Prestige Estate,493.50,478.45,488.40,482.05,6.35,1.32
Route,"1,270.65","1,238.50","1,263.00","1,246.60",16.4,1.32
JB Chemicals,"2,135.00","2,103.95","2,129.15","2,101.65",27.5,1.31
Tata Chemicals,945.25,929.05,943.70,931.60,12.1,1.3
INDUS TOWERS,148.75,142.80,144.85,143.00,1.85,1.29
Larsen,"2,310.00","2,267.10","2,305.60","2,276.15",29.45,1.29
Navin Fluorine,"4,760.00","4,670.00","4,743.80","4,683.50",60.3,1.29
Sobha,473.85,460.80,466.65,460.80,5.85,1.27
NHPC,47.90,44.35,44.85,44.30,0.55,1.24
Sona BLW,473.40,462.25,470.70,464.95,5.75,1.24
DLF,423.55,415.10,421.65,416.60,5.05,1.21
Bank of Baroda,186.00,183.25,185.75,183.55,2.2,1.2
JSW Steel,734.75,717.60,732.10,723.45,8.65,1.2
Nuvoco Vistas,337.95,329.90,332.05,328.10,3.95,1.2
Welspun India,89.00,84.05,87.05,86.05,1,1.16
Aarti Drugs,424.00,414.40,419.15,414.40,4.75,1.15
Avenue Supermar,"3,509.95","3,449.20","3,500.80","3,461.60",39.2,1.13
Swan Energy,216.00,209.90,213.05,210.70,2.35,1.12
Indoco Remedies,315.00,311.00,314.40,310.95,3.45,1.11
Timken,"2,997.85","2,945.00","2,973.75","2,941.10",32.65,1.11
Zensar Tech,277.50,270.15,276.70,273.70,3,1.1
Coromandel Int,956.45,939.35,949.45,939.20,10.25,1.09
Ajanta Pharma,"1,310.00","1,278.00","1,299.30","1,285.50",13.8,1.07
Balkrishna Ind,"2,089.00","2,051.10","2,084.10","2,061.95",22.15,1.07
