company_name,high,low,last_price,prev_close,change,percent_gain
Yes Bank,20.50,17.65,19.70,17.75,1.95,10.99
One 97 Paytm,548.00,527.55,544.60,508.20,36.4,7.16
Central Bank,34.50,30.40,33.15,31.55,1.6,5.07
New India Assur,116.00,106.00,110.50,105.20,5.3,5.04
Jubilant Pharmo,423.90,386.80,406.00,388.35,17.65,4.54
V-Guard Ind,269.00,248.20,260.00,249.30,10.7,4.29
Birla Corp,989.95,944.00,983.95,943.75,40.2,4.26
Delhivery,356.25,340.30,352.05,338.50,13.55,4
Tube Investment,"3,039.90","2,910.00","3,010.20","2,898.20",112,3.86
Cummins,"1,552.00","1,473.20","1,523.00","1,469.00",54,3.68
EPL,164.85,159.20,164.00,158.60,5.4,3.4
VIP Industries,747.00,708.30,731.25,707.30,23.95,3.39
Varun Beverages,"1,429.60","1,345.05","1,410.25","1,366.75",43.5,3.18
KEI Industries,"1,645.95","1,567.00","1,614.75","1,565.75",49,3.13
Sanofi India,"5,915.00","5,685.00","5,892.45","5,723.35",169.1,2.95
Suprajit Eng,357.00,344.45,350.80,341.75,9.05,2.65
Kalyan Jeweller,112.00,108.50,110.65,107.80,2.85,2.64
Marico,526.00,512.55,523.75,510.50,13.25,2.6
Godrej Consumer,927.95,903.00,923.60,901.45,22.15,2.46
Kalpataru Power,564.85,518.55,531.65,519.00,12.65,2.44
Jubilant Ing.,539.75,520.00,530.95,518.95,12,2.31
HLE Glascoat,707.70,662.10,676.25,661.40,14.85,2.25
HLE Glascoat,707.70,662.10,676.25,661.40,14.85,2.25
APTUS VALUE,311.00,300.95,306.75,300.10,6.65,2.22
Nestle,"20,294.95","19,844.20","20,241.75","19,805.35",436.4,2.2
Godfrey Phillip,"1,985.00","1,921.00","1,953.00","1,912.20",40.8,2.13
HFCL,88.80,83.60,84.95,83.20,1.75,2.1
NOCIL,239.90,233.00,237.80,232.90,4.9,2.1
Carborundum,864.00,837.95,855.50,837.95,17.55,2.09
HPCL,244.85,235.10,240.00,235.20,4.8,2.04
Lakshmi Machine,"13,773.65","13,338.05","13,672.65","13,416.95",255.7,1.91
Poonawalla Fin,308.95,295.20,299.55,294.00,5.55,1.89
Vijaya Diagnost,453.45,440.85,446.80,438.90,7.9,1.8
Vedant Fashions,"1,369.90","1,340.05","1,360.00","1,337.20",22.8,1.71
IIFL Finance,495.00,478.05,489.45,481.45,8,1.66
ABSL AMC,451.50,442.50,449.55,442.75,6.8,1.54
Medplus Health,719.00,706.05,715.45,704.60,10.85,1.54
Blue Star,"1,278.70","1,253.00","1,272.85","1,254.65",18.2,1.45
Blue Dart,"7,660.00","7,481.95","7,625.35","7,517.00",108.35,1.44
APL Apollo,"1,174.00","1,140.00","1,166.15","1,149.70",16.45,1.43
LIC India,676.10,664.00,671.85,662.35,9.5,1.43
AU Small Financ,694.70,673.10,682.15,672.95,9.2,1.37
CenturyPlyboard,580.00,565.10,572.85,565.10,7.75,1.37
TeamLease Ser.,"2,494.00","2,444.00","2,475.65","2,442.35",33.3,1.36
Glenmark,444.65,431.60,437.00,431.25,5.75,1.33
Grindwell Norto,"1,953.85","1,911.05","1,939.20","1,914.55",24.65,1.29
Alkem Lab,"3,163.00","3,092.80","3,138.20","3,099.50",38.7,1.25
Godrej Ind,489.05,478.30,487.25,481.30,5.95,1.24
Titan Company,"2,629.90","2,567.95","2,615.45","2,583.50",31.95,1.24
Colgate,"1,660.00","1,638.00","1,656.95","1,636.80",20.15,1.23
Sun Pharma,997.00,980.00,992.85,980.80,12.05,1.23
Dr Reddys Labs,"4,414.80","4,354.25","4,407.10","4,356.20",50.9,1.17
Dhani Services,46.75,43.50,44.20,43.70,0.5,1.14
Fortis Health,288.55,282.25,285.70,282.55,3.15,1.11
Eicher Motors,"3,363.00","3,326.15","3,358.20","3,322.30",35.9,1.08
Page Industries,"46,534.20","45,683.80","46,395.95","45,913.50",482.45,1.05
TVS Motor,"1,041.25","1,023.00","1,036.15","1,025.95",10.2,0.99
IndusInd Bank,"1,216.00","1,189.25","1,202.50","1,190.85",11.65,0.98
Ipca Labs,864.15,854.35,859.00,851.10,7.9,0.93
