company_name,high,low,last_price,prev_close,change,percent_gain
Fine Organics,"4,488.80","4,050.00","4,406.30","4,070.15",336.15,8.26
One 97 Paytm,629.40,584.90,624.05,583.90,40.15,6.88
360 ONE WAM,435.00,398.05,428.70,401.45,27.25,6.79
360 ONE WAM,435.00,398.05,428.70,401.45,27.25,6.79
Brightcom Group,20.40,19.10,20.25,19.05,1.2,6.3
Emami,375.90,354.00,366.30,345.00,21.3,6.17
Uflex,376.00,350.55,367.30,347.15,20.15,5.8
Bharat Rasayan,"9,985.00","9,090.50","9,588.35","9,090.55",497.8,5.48
Adani Green Ene,935.60,923.00,935.60,891.05,44.55,5
Adani Total Gas,935.30,905.00,935.30,890.80,44.5,5
Fert and Chem,226.15,216.00,226.15,215.40,10.75,4.99
Olectra Greente,674.00,623.00,658.75,628.40,30.35,4.83
Poly Medicure,979.80,923.00,968.75,928.10,40.65,4.38
Bandhan Bank,212.05,204.00,211.35,202.80,8.55,4.22
Hikal,309.40,295.95,307.65,295.25,12.4,4.2
Angel One,"1,141.00","1,102.00","1,137.20","1,091.80",45.4,4.16
SIS,353.50,335.40,348.80,334.95,13.85,4.13
Vodafone Idea,6.80,6.30,6.55,6.30,0.25,3.97
Linde India,"3,995.00","3,825.00","3,966.85","3,822.70",144.15,3.77
JBM Auto,654.20,621.95,643.10,620.10,23,3.71
Finolex Ind,174.00,165.15,171.80,165.70,6.1,3.68
Home First,719.00,685.00,716.10,693.75,22.35,3.22
Alkem Lab,"3,225.00","3,106.60","3,213.20","3,116.60",96.6,3.1
Redington,167.40,162.05,166.70,161.75,4.95,3.06
HDFC Life,498.50,483.00,497.45,482.75,14.7,3.05
Can Fin Homes,549.35,534.00,547.80,531.70,16.1,3.03
Finolex Cables,808.00,780.00,803.15,779.65,23.5,3.01
CHEMPLAST SANMA,373.85,355.10,365.45,355.10,10.35,2.91
Sudarshan Chem,419.25,403.40,416.10,404.45,11.65,2.88
ICICI Prudentia,431.25,416.50,427.70,415.90,11.8,2.84
Alok Industries,13.00,12.50,12.85,12.50,0.35,2.8
Dr Lal PathLab,"1,848.95","1,775.10","1,829.70","1,779.85",49.85,2.8
Greenpanel Ind,283.55,270.50,277.45,270.10,7.35,2.72
Bank of Baroda,168.25,163.20,167.40,163.05,4.35,2.67
Adani Trans,"1,044.00","1,011.30","1,032.80","1,006.10",26.7,2.65
Max Financial,672.00,635.10,646.40,629.70,16.7,2.65
Trident,29.30,26.70,27.85,27.15,0.7,2.58
Anupam Rasayan,859.40,799.55,828.15,807.40,20.75,2.57
Manappuram Fin,120.30,116.70,119.55,116.55,3,2.57
Procter&Gamble,"4,950.00","4,796.30","4,938.35","4,817.05",121.3,2.52
Mahindra Holida,269.65,259.65,265.40,258.95,6.45,2.49
Ashok Leyland,139.25,136.00,138.75,135.40,3.35,2.47
IDFC,81.75,79.25,81.10,79.15,1.95,2.46
Relaxo Footwear,842.05,811.65,838.50,818.35,20.15,2.46
General Insuran,140.65,136.05,139.00,135.70,3.3,2.43
Asahi India,475.25,463.55,473.35,462.15,11.2,2.42
NIIT,341.00,329.30,335.50,327.65,7.85,2.4
Lakshmi Machine,"10,649.00","10,372.00","10,570.00","10,325.70",244.3,2.37
Aurobindo Pharm,480.25,466.00,478.75,467.95,10.8,2.31
Hind Zinc,325.00,316.85,317.75,310.60,7.15,2.3
AB Capital,157.40,151.50,156.15,152.65,3.5,2.29
FDC,255.95,249.00,255.05,249.40,5.65,2.27
Rail Vikas,65.85,63.70,65.60,64.15,1.45,2.26
JM Financial,61.85,60.15,61.40,60.05,1.35,2.25
Welspun Corp,201.95,195.25,199.40,195.05,4.35,2.23
IIFL Finance,432.00,421.00,429.65,420.30,9.35,2.22
Bajaj Finance,"5,857.00","5,735.00","5,834.20","5,710.10",124.1,2.17
Bajaj Finserv,"1,314.95","1,270.55","1,294.55","1,268.10",26.45,2.09
Bajaj Finserv,"1,314.95","1,270.55","1,294.55","1,268.10",26.45,2.09
Triveni Turbine,304.95,296.10,301.00,295.00,6,2.03
Deepak Fert,585.00,563.00,570.30,559.00,11.3,2.02
Metro Brands,790.00,766.20,784.75,769.25,15.5,2.01
KPIT Tech,904.95,880.20,894.80,877.40,17.4,1.98
KEC Intl,472.75,458.35,468.55,459.50,9.05,1.97
Vinati Organics,"1,775.00","1,730.45","1,758.85","1,724.90",33.95,1.97
Birla Corp,921.00,905.40,917.30,900.70,16.6,1.84
Shoppers Stop,644.45,625.70,640.50,629.00,11.5,1.83
Westlife Food,697.35,669.60,690.55,678.55,12,1.77
Gland,"1,251.25","1,224.55","1,245.80","1,224.55",21.25,1.74
Jubilant Pharmo,303.80,293.05,300.95,295.80,5.15,1.74
KPR Mill,602.65,591.35,600.30,590.10,10.2,1.73
IDBI Bank,47.90,46.65,47.60,46.80,0.8,1.71
Sun Pharma,974.40,956.60,972.05,956.20,15.85,1.66
Karur Vysya,99.85,97.80,99.00,97.40,1.6,1.64
Bank of India,75.60,73.10,74.65,73.45,1.2,1.63
KEI Industries,"1,652.30","1,611.50","1,641.20","1,614.90",26.3,1.63
Birlasoft,274.55,269.50,272.00,267.65,4.35,1.63
Tata Coffee,209.00,202.65,205.55,202.30,3.25,1.61
EPL,161.00,151.95,157.45,154.95,2.5,1.61
Amber Enterpris,"1,904.85","1,872.00","1,898.65","1,868.85",29.8,1.59
ZFCVINDIA,"10,325.00","10,051.00","10,254.25","10,096.95",157.3,1.56
Wockhardt,174.75,172.05,173.75,171.10,2.65,1.55
Info Edge,"3,543.80","3,477.30","3,511.65","3,459.55",52.1,1.51
Aster DM Health,241.00,235.00,239.75,236.25,3.5,1.48
AIA Engineering,"2,799.00","2,722.50","2,791.80","2,751.15",40.65,1.48
Dabur India,542.00,531.20,540.15,532.30,7.85,1.47
Lupin,662.00,649.00,658.85,649.40,9.45,1.46
Poonawalla Fin,287.80,282.10,285.20,281.10,4.1,1.46
Sundaram Fin,"2,304.70","2,229.05","2,276.85","2,244.20",32.65,1.45
Tejas Networks,596.25,582.90,590.50,582.05,8.45,1.45
TATA Cons. Prod,716.20,701.00,710.90,700.90,10,1.43
Affle India,995.75,966.00,990.65,976.80,13.85,1.42
CenturyPlyboard,482.00,459.00,475.25,468.60,6.65,1.42
RBL Bank,145.35,141.60,143.55,141.55,2,1.41
Shree Cements,"25,700.00","25,108.20","25,494.00","25,142.90",351.1,1.4
SBI Life Insura,"1,127.65","1,103.05","1,113.10","1,097.70",15.4,1.4
AAVAS Financier,"1,724.95","1,682.30","1,713.75","1,690.40",23.35,1.38
Balkrishna Ind,"2,014.70","1,972.25","1,992.70","1,965.55",27.15,1.38
PCBL,114.50,112.10,114.00,112.45,1.55,1.38
SBI Card,728.65,717.55,727.25,717.45,9.8,1.37
SRF,"2,387.65","2,346.00","2,381.25","2,349.35",31.9,1.36
VIP Industries,585.35,566.80,577.85,570.10,7.75,1.36
KRBL,363.00,355.00,361.65,356.85,4.8,1.35
Phoenix Mills,"1,352.15","1,322.65","1,341.30","1,323.40",17.9,1.35
UNO Minda,460.90,450.10,457.25,451.20,6.05,1.34
PI Industries,"3,029.00","2,956.25","2,983.60","2,944.30",39.3,1.33
Timken,"2,817.55","2,751.15","2,802.15","2,766.00",36.15,1.31
Union Bank,66.85,65.05,65.80,64.95,0.85,1.31
Biocon,204.20,200.00,203.70,201.10,2.6,1.29
TeamLease Ser.,"2,310.00","2,269.65","2,299.25","2,270.10",29.15,1.28
PNB Housing Fin,513.65,503.00,507.35,501.00,6.35,1.27
Dr Reddys Labs,"4,480.00","4,415.85","4,474.95","4,419.35",55.6,1.26
Ajanta Pharma,"1,223.60","1,208.05","1,220.80","1,205.75",15.05,1.25
Ambuja Cements,378.20,371.40,375.55,370.90,4.65,1.25
