company_name,high,low,last_price,prev_close,change,percent_gain
Privi SpecialAdd toWatchlist | PortfolioACTIONSPrivi Special closes above 30-Day Moving Average of 963.71 today.Privi Special closes above 30-Day Moving Average of 963.71 today.,"1,138.70",951.10,"1,102.95",964.25,138.7,14.38
TCNS Clothing CAdd toWatchlist | PortfolioACTIONSHold TCNS Clothing of Rs 570: Emkay Global FinancialTCNS Clothing C closes above 30-Day Moving Average of 490.03 today.,516.90,457.00,489.65,456.55,33.1,7.25
Shree RenukaAdd toWatchlist | PortfolioACTIONSShree Renuka closes above 150-Day Moving Average of 53.31 today.,51.50,46.35,50.60,47.20,3.4,7.2
"Balrampur ChiniAdd toWatchlist | PortfolioACTIONSBalrampur Chini closes above 30-Day,200-Day Moving Average today.Balrampur Chini closes above 30-Day,200-Day Moving Average today.",408.95,372.10,400.35,375.55,24.8,6.6
PNB Housing FinAdd toWatchlist | PortfolioACTIONSPNB Housing Fin closes above 30-Day Moving Average of 548.08 today.,628.50,579.30,623.50,587.70,35.8,6.09
KRBLAdd toWatchlist | PortfolioACTIONSKRBL closes above 150-Day Moving Average of 361.98 today.,372.40,345.10,369.30,349.40,19.9,5.7
EIHAdd toWatchlist | PortfolioACTIONSEIH closes above 200-Day Moving Average of 162.97 today.,174.40,160.00,170.20,161.05,9.15,5.68
"Hindustan AeronAdd toWatchlist | PortfolioACTIONSHindustan Aeron Block Deal on NSE||Qty: 3,770||Deal Price: 2,723.05||Value (cr): 1.03||Time: 09:16am","2,894.30","2,705.00","2,863.25","2,710.75",152.5,5.63
"Adani Total GasAdd toWatchlist | PortfolioACTIONSOnly Buyers in Adani Total Gas on NSEAdani Total Gas Block Deal on NSE||Qty: 17,424||Deal Price: 859.00||Value (cr): 1.50||Time: 09:16am",861.35,836.80,861.35,820.35,41,5
"Adani TransAdd toWatchlist | PortfolioACTIONSOnly Buyers in Adani Trans on NSEAdani Trans Block Deal on NSE||Qty: 44,322||Deal Price: 820.40||Value (cr): 3.64||Time: 09:16am",820.40,801.00,820.40,781.35,39.05,5
"Adani WilmarAdd toWatchlist | PortfolioACTIONSOnly Buyers in Adani Wilmar on NSEAdani Wilmar Block Deal on NSE||Qty: 35,376||Deal Price: 448.95||Value (cr): 1.59||Time: 09:16am",461.40,425.75,461.40,439.45,21.95,4.99
Adani Green EneAdd toWatchlist | PortfolioACTIONSOnly Buyers in Adani Green Ene on NSEOnly Buyers in Adani Green Ene on NSE,619.25,619.25,619.25,589.80,29.45,4.99
Vijaya DiagnostAdd toWatchlist | PortfolioACTIONSVijaya Diagnost closes above 200-Day Moving Average of 400.83 today.,415.00,388.85,412.80,393.40,19.4,4.93
Ajanta PharmaAdd toWatchlist | PortfolioACTIONSAjanta Pharma closes above 50-Day Moving Average of 1193.70 today.,"1,242.40","1,182.10","1,226.55","1,169.20",57.35,4.91
"Aegis LogisticsAdd toWatchlist | PortfolioACTIONSAegis Logistics closes above 30-Day,50-Day Moving Average today.NEWSAegis Logistics hits record high with breakout of rounding bottom pattern. What lies ahead? 2023-03-08 15:53:26View all",401.85,370.50,391.75,373.60,18.15,4.86
"IndusInd BankAdd toWatchlist | PortfolioACTIONSIndusInd Bank closes above 30-Day Moving Average of 1123.39 today.IndusInd Bank Block Deal on NSE||Qty: 10,450||Deal Price: 1,110.30||Value (cr): 1.16||Time: 09:16am","1,179.00","1,105.55","1,174.25","1,120.60",53.65,4.79
"Olectra GreenteAdd toWatchlist | PortfolioACTIONSOlectra Greente Block Deal on NSE||Qty: 24,926||Deal Price: 540.00||Value (cr): 1.35||Time: 09:17am",567.70,536.85,562.85,537.30,25.55,4.76
"NCCAdd toWatchlist | PortfolioACTIONSNCC closes above 30-Day,50-Day Moving Average today.NCC closes above 30-Day,50-Day Moving Average today.",100.85,92.70,97.70,93.60,4.1,4.38
NHPCAdd toWatchlist | PortfolioACTIONSNHPC closes above 150-Day Moving Average of 39.49 today.,41.80,39.90,41.65,39.95,1.7,4.26
