company_name,high,low,last_price,prev_close,change,percent_gain
Sonata,848.00,756.10,836.30,751.65,84.65,11.26
Capri Global,720.00,600.05,661.15,601.55,59.60,9.91
Brightcom Group,14.60,12.00,14.60,13.30,1.30,9.77
Easy Trip,44.40,40.50,43.60,39.90,3.70,9.27
Easy Trip,44.40,40.50,43.60,39.90,3.70,9.27
HLE Glascoat,533.70,472.25,504.80,467.15,37.65,8.06
HLE Glascoat,533.70,472.25,504.80,467.15,37.65,8.06
Macrotech Dev,944.50,841.70,930.30,866.50,63.80,7.36
Bharat Elec,98.45,94.25,97.55,91.55,6.00,6.55
Trident,28.20,26.35,27.95,26.25,1.70,6.48
Granules India,291.80,274.75,290.70,273.25,17.45,6.39
Greenpanel Ind,274.00,257.00,272.05,256.75,15.30,5.96
Alembic Pharma,509.40,471.00,496.35,468.65,27.70,5.91
PNB Housing Fin,551.80,491.00,513.15,485.40,27.75,5.72
Hitachi Energy,"3,382.45","3,155.05","3,343.40","3,169.95",173.45,5.47
Balrampur Chini,398.20,380.00,395.75,375.55,20.20,5.38
Go Fashion,"1,020.40",946.50,"1,004.65",954.15,50.50,5.29
Home First,760.00,694.90,742.55,705.45,37.10,5.26
Motilal Oswal,619.95,585.00,610.30,580.15,30.15,5.2
Hatsun Agro,873.00,802.15,842.40,800.90,41.50,5.18
Adani Wilmar,405.85,399.05,405.85,386.55,19.30,4.99
Mahindra Life,355.00,336.00,352.10,335.55,16.55,4.93
TataTeleservice,55.45,55.45,55.45,52.85,2.60,4.92
Patanjali Foods,971.65,925.40,969.20,925.40,43.80,4.73
Interglobe Avi,"1,916.20","1,833.00","1,910.65","1,825.35",85.30,4.67
Rattanindia Ent,35.65,34.05,35.15,33.60,1.55,4.61
MphasiS,"1,802.45","1,732.95","1,795.75","1,718.20",77.55,4.51
Alok Industries,11.80,11.20,11.60,11.10,0.50,4.5
Sheela Foam,"1,046.90",956.95,993.90,951.40,42.50,4.47
India Cements,186.35,177.20,185.05,177.20,7.85,4.43
IIFL Finance,493.95,460.40,488.10,467.75,20.35,4.35
Glenmark,468.00,445.75,464.70,445.45,19.25,4.32
Reliance,"2,343.45","2,254.70","2,331.05","2,234.70",96.35,4.31
Sunteck Realty,291.50,271.10,284.70,272.95,11.75,4.3
RHI Magnesita,638.40,603.70,630.30,604.35,25.95,4.29
UTI AMC,646.45,621.75,641.95,615.70,26.25,4.26
COFORGE LTD.,"3,824.40","3,680.05","3,814.10","3,660.35",153.75,4.2
TTK Prestige,704.95,675.00,699.15,670.95,28.20,4.2
IFB Industries,749.55,710.00,737.50,708.15,29.35,4.14
Praj Industries,344.60,321.00,341.00,327.50,13.50,4.12
Krishna Inst.,"1,419.90","1,346.20","1,401.45","1,346.10",55.35,4.11
Chola Fin Hold,549.00,522.50,544.70,523.65,21.05,4.02
MOTHERSON,67.20,64.80,67.10,64.55,2.55,3.95
IRB Infra,25.25,24.50,25.15,24.20,0.95,3.93
IRB Infra,25.25,24.50,25.15,24.20,0.95,3.93
Anupam Rasayan,870.00,833.45,865.35,832.90,32.45,3.9
Metropolis,"1,253.50","1,171.35","1,248.30","1,201.50",46.80,3.9
RBL Bank,141.90,137.10,141.10,135.80,5.30,3.9
Engineers India,75.00,72.10,74.45,71.70,2.75,3.84
GlaxoSmithKline,"1,331.00","1,276.05","1,324.75","1,275.70",49.05,3.84
Jindal Stainles,290.05,278.50,289.80,279.25,10.55,3.78
