company_name,high,low,last_price,prev_close,change,percent_gain
TML - D,224.50,205.00,214.75,199.75,15,7.51
TML - D,224.50,205.00,214.75,199.75,15,7.51
Finolex Cables,534.00,500.00,523.40,494.85,28.55,5.77
Ratnamani Metal,"2,131.00","2,008.95","2,113.25","2,003.25",110,5.49
Borosil Renew,579.00,562.00,574.10,546.15,27.95,5.12
Tejas Networks,697.30,665.00,691.85,658.15,33.7,5.12
Greenpanel Ind,382.50,369.05,379.45,361.80,17.65,4.88
IRB Infra,242.80,234.40,240.50,230.25,10.25,4.45
Mahindra Life,424.60,406.05,421.10,403.70,17.4,4.31
Mastek,"1,749.90","1,680.00","1,739.35","1,671.80",67.55,4.04
Lux Industries,"1,750.00","1,701.00","1,734.55","1,667.85",66.7,4
Motilal Oswal,727.05,700.00,722.55,695.25,27.3,3.93
PB Fintech,399.00,384.75,394.45,379.65,14.8,3.9
MCX India,"1,388.00","1,352.25","1,369.05","1,317.80",51.25,3.89
Delhivery,406.95,386.00,399.20,385.75,13.45,3.49
NHPC,43.30,42.05,42.95,41.50,1.45,3.49
Aether Ind,"1,009.00",963.05,995.10,961.65,33.45,3.48
Sunteck Realty,385.00,369.00,381.65,369.00,12.65,3.43
Indian Bank,234.90,231.10,233.85,226.20,7.65,3.38
Garware Technic,"3,635.85","3,461.50","3,572.60","3,456.05",116.55,3.37
Brightcom Group,38.20,36.25,36.80,35.60,1.2,3.37
Edelweiss,59.10,57.90,58.75,56.85,1.9,3.34
Tata Inv Corp,"2,400.00","2,326.85","2,386.30","2,309.95",76.35,3.31
Capri Global,769.70,750.00,764.70,740.80,23.9,3.23
Jubilant Ing.,538.75,529.00,536.10,519.35,16.75,3.23
Indigo Paints,"1,479.00","1,426.15","1,464.00","1,418.85",45.15,3.18
CreditAccess Gr,994.90,974.70,987.10,957.55,29.55,3.09
JM Financial,69.90,67.20,69.10,67.05,2.05,3.06
Solar Ind,"3,999.00","3,905.05","3,986.75","3,870.20",116.55,3.01
Kalyan Jeweller,103.75,101.55,103.05,100.05,3,3
Rail Vikas,37.35,36.30,37.15,36.10,1.05,2.91
Nestle,"21,050.00","20,350.05","20,875.05","20,294.95",580.1,2.86
FDC,305.00,294.60,300.50,292.25,8.25,2.82
Mahindra CIE,315.80,310.00,314.50,305.95,8.55,2.79
Elgi Equipments,509.90,497.55,505.40,491.80,13.6,2.77
HFCL,81.20,79.00,79.95,77.80,2.15,2.76
AB Capital,114.80,112.00,114.35,111.30,3.05,2.74
Macrotech Dev,"1,039.90","1,005.45","1,032.20","1,005.45",26.75,2.66
