company_name,high,low,last_price,prev_close,change,percent_gain
Mahindra CIE,382.50,347.15,377.05,348.55,28.5,8.18
Saregama India,363.15,332.65,356.45,331.35,25.1,7.58
TVS Motor,"1,043.65",992.00,"1,037.90",983.85,54.05,5.49
Sona BLW,461.00,436.60,455.00,432.60,22.4,5.18
Home First,804.00,763.55,792.65,755.30,37.35,4.95
AAVAS Financier,"1,925.00","1,815.00","1,901.75","1,819.60",82.15,4.51
Sharda Crop,533.00,502.00,506.50,489.15,17.35,3.55
JBM Auto,553.00,513.30,534.50,518.85,15.65,3.02
Olectra Greente,495.00,471.00,485.35,472.85,12.5,2.64
VIP Industries,730.95,705.30,723.85,705.90,17.95,2.54
KEI Industries,"1,554.85","1,508.00","1,550.55","1,514.10",36.45,2.41
Godfrey Phillip,"1,983.25","1,906.10","1,970.70","1,924.75",45.95,2.39
Castrol,125.50,117.05,121.20,118.45,2.75,2.32
Radico Khaitan,"1,055.00","1,027.00","1,049.80","1,029.00",20.8,2.02
Relaxo Footwear,836.00,818.95,833.60,817.40,16.2,1.98
Transport Corp,635.00,610.00,628.65,618.10,10.55,1.71
Krishna Inst.,"1,461.40","1,429.15","1,455.60","1,431.20",24.4,1.7
IIFL Finance,493.00,466.60,477.00,469.75,7.25,1.54
Route,"1,287.45","1,232.25","1,246.90","1,229.75",17.15,1.39
Shoppers Stop,659.70,646.00,654.45,645.75,8.7,1.35
Edelweiss,69.40,65.10,69.00,68.10,0.9,1.32
Zensar Tech,234.10,226.10,231.00,228.00,3,1.32
Avanti Feeds,393.80,380.15,390.15,385.25,4.9,1.27
eClerx Services,"1,440.00","1,408.00","1,431.90","1,414.30",17.6,1.24
Grindwell Norto,"1,978.40","1,930.00","1,969.25","1,945.15",24.1,1.24
Sundram,997.45,972.00,994.25,982.25,12,1.22
Kalpataru Power,527.00,507.10,524.35,518.20,6.15,1.19
Karur Vysya,114.00,108.50,109.75,108.50,1.25,1.15
JB Chemicals,"2,025.00","1,965.50","2,003.70","1,981.80",21.9,1.11
JK Lakshmi Cem,743.85,702.70,740.65,732.60,8.05,1.1
Suprajit Eng,328.70,319.40,325.60,322.20,3.4,1.06
UNO Minda,509.00,493.65,504.50,499.30,5.2,1.04
Campus Active,396.00,379.60,391.85,387.85,4,1.03
SJVN,35.20,33.85,34.50,34.15,0.35,1.02
Maruti Suzuki,"8,833.00","8,680.30","8,784.10","8,698.80",85.3,0.98
Hindalco,495.80,484.10,489.10,484.65,4.45,0.92
AIA Engineering,"2,486.35","2,428.00","2,481.75","2,459.55",22.2,0.9
Hind Zinc,359.00,352.50,358.00,354.95,3.05,0.86
Endurance Techn,"1,475.00","1,430.50","1,450.45","1,438.20",12.25,0.85
Bajaj Auto,"3,740.00","3,673.70","3,717.40","3,686.50",30.9,0.84
HUL,"2,642.00","2,594.00","2,622.35","2,600.50",21.85,0.84
Max Healthcare,440.80,425.05,438.15,434.60,3.55,0.82
Affle India,"1,062.00","1,027.00","1,049.35","1,040.90",8.45,0.81
Carborundum,946.55,923.00,941.45,934.10,7.35,0.79
Trent,"1,219.45","1,185.10","1,212.10","1,202.75",9.35,0.78
Alkyl Amines,"2,649.00","2,606.40","2,634.95","2,616.15",18.8,0.72
Indian Bank,293.50,282.60,292.15,290.15,2,0.69
Sudarshan Chem,395.00,377.10,390.65,388.00,2.65,0.68
KPIT Tech,715.60,687.75,707.00,702.30,4.7,0.67
Supreme Ind,"2,484.90","2,386.00","2,413.80","2,397.80",16,0.67
Lakshmi Machine,"11,349.00","10,900.00","11,113.55","11,045.90",67.65,0.61
Suven Pharma,491.00,485.25,489.30,486.45,2.85,0.59
Jyothy Labs,211.90,199.00,203.85,202.75,1.1,0.54
Mastek,"1,660.00","1,612.40","1,646.80","1,638.60",8.2,0.5
Tata Steel,122.25,120.10,121.00,120.40,0.6,0.5
Tata Steel,122.25,120.10,121.00,120.40,0.6,0.5
Apollo Tyres,324.35,317.00,322.30,320.75,1.55,0.48
Hero Motocorp,"2,793.00","2,766.00","2,785.00","2,771.90",13.1,0.47
NHPC,43.90,42.70,43.70,43.50,0.2,0.46
Kansai Nerolac,414.70,407.00,412.00,410.25,1.75,0.43
Hinduja Global,"1,313.95","1,283.45","1,304.45","1,299.20",5.25,0.4
Marico,507.05,498.25,505.40,503.40,2,0.4
Motherson SWI,51.20,49.90,50.85,50.65,0.2,0.39
Sterling Wilson,272.35,268.25,270.90,269.85,1.05,0.39
Zydus Wellness,"1,455.95","1,429.00","1,448.00","1,442.45",5.55,0.38
Rossari,725.00,712.05,719.85,717.15,2.7,0.38
Alkem Lab,"3,028.75","2,983.00","3,020.20","3,009.25",10.95,0.36
JSW Steel,726.90,717.00,724.65,722.05,2.6,0.36
CG Power ,311.80,297.00,300.40,299.35,1.05,0.35
Jindal Stainles,262.95,253.20,257.85,256.95,0.9,0.35
EIH,165.85,163.35,164.65,164.10,0.55,0.34
Finolex Cables,556.75,540.00,543.40,541.55,1.85,0.34
Interglobe Avi,"2,120.00","2,070.00","2,109.25","2,102.35",6.9,0.33
Rail Vikas,77.50,75.10,75.70,75.45,0.25,0.33
CSB Bank,253.90,247.50,249.30,248.65,0.65,0.26
KEC Intl,473.40,462.70,465.80,464.65,1.15,0.25
Blue Star,"1,256.40","1,230.00","1,249.10","1,246.05",3.05,0.24
Jamna Auto,105.40,103.30,104.90,104.65,0.25,0.24
ONGC,153.40,151.15,152.45,152.15,0.3,0.2
Aegis Logistics,345.15,341.15,342.85,342.35,0.5,0.15
KRBL,403.95,392.40,396.95,396.35,0.6,0.15
FDC,257.45,251.75,255.15,254.85,0.3,0.12
Max Financial,874.40,845.05,853.85,852.80,1.05,0.12
Phoenix Mills,"1,382.10","1,352.80","1,371.45","1,369.80",1.65,0.12
Persistent,"4,615.00","4,516.35","4,594.00","4,588.30",5.7,0.12
SUMITOMO,461.40,455.00,459.80,459.25,0.55,0.12
Bharti Airtel,780.50,768.00,776.50,775.65,0.85,0.11
Chalet Hotels,366.90,355.10,357.45,357.10,0.35,0.1
ITC,341.00,335.25,339.25,338.95,0.3,0.09
Greenpanel Ind,325.40,314.00,322.80,322.55,0.25,0.08
ZFCVINDIA,"9,025.40","8,939.25","9,001.10","8,994.85",6.25,0.07
Westlife Food,718.80,699.20,712.70,712.30,0.4,0.06
Avenue Supermar,"3,554.50","3,507.30","3,515.10","3,513.50",1.6,0.05
SRF,"2,140.00","2,085.50","2,128.35","2,127.90",0.45,0.02
Polycab,"2,826.15","2,790.00","2,817.70","2,817.35",0.35,0.01
