company_name,high,low,last_price,prev_close,change,percent_gain
Jubilant Pharmo,318.00,280.70,313.30,277.85,35.45,12.76
JK Paper,393.90,351.00,384.70,350.20,34.5,9.85
Kalyan Jeweller,122.50,108.55,119.50,108.95,10.55,9.68
JBM Auto,631.85,573.00,627.10,575.30,51.8,9
HLE Glascoat,543.50,490.00,524.15,485.35,38.8,7.99
HLE Glascoat,543.50,490.00,524.15,485.35,38.8,7.99
Medplus Health,793.00,700.80,772.45,718.80,53.65,7.46
Laxmi Organic,257.75,237.00,252.50,235.00,17.5,7.45
KPIT Tech,878.80,825.50,869.20,815.70,53.5,6.56
Olectra Greente,654.60,582.35,632.15,598.15,34,5.68
Equitas Bank,69.70,64.10,68.15,64.50,3.65,5.66
Rajesh Exports,640.00,588.00,625.05,592.70,32.35,5.46
APL Apollo,"1,275.10","1,171.25","1,244.90","1,183.35",61.55,5.2
IDBI Bank,47.05,44.50,46.70,44.40,2.3,5.18
Adani Green Ene,816.25,803.25,816.25,777.40,38.85,5
Adani Trans,"1,022.35",988.00,"1,022.35",973.70,48.65,5
Angel One,"1,105.00","1,050.25","1,097.15","1,045.25",51.9,4.97
Shyam Metalics,283.70,268.30,279.00,265.95,13.05,4.91
Prestige Estate,422.50,402.50,419.35,400.25,19.1,4.77
RHI Magnesita,622.65,581.20,611.95,584.20,27.75,4.75
Indian Bank,277.55,258.05,272.90,261.35,11.55,4.42
Bank of India,75.85,71.55,74.55,71.40,3.15,4.41
Macrotech Dev,916.90,846.00,892.35,856.05,36.3,4.24
DLF,377.50,363.25,375.25,360.05,15.2,4.22
Solar Ind,"3,980.35","3,735.00","3,907.10","3,753.30",153.8,4.1
Finolex Cables,821.40,775.00,807.80,776.15,31.65,4.08
Cera Sanitary,"6,296.00","5,886.90","6,183.85","5,944.65",239.2,4.02
SAIL,89.05,85.80,88.65,85.30,3.35,3.93
Persistent,"4,660.00","4,530.90","4,651.95","4,480.70",171.25,3.82
RITES,359.00,348.00,356.65,343.80,12.85,3.74
Intellect Desig,423.00,404.70,415.85,401.65,14.2,3.54
Zensar Tech,283.10,270.95,277.50,268.10,9.4,3.51
Shipping Corp,129.40,125.50,128.85,124.50,4.35,3.49
Zomato,55.75,53.05,54.90,53.05,1.85,3.49
Vedanta,286.80,277.50,284.50,275.05,9.45,3.44
HCL Tech,"1,117.10","1,084.05","1,108.45","1,072.40",36.05,3.36
Delta Corp,200.85,193.10,198.90,192.50,6.4,3.32
Brigade Ent,472.00,450.80,466.55,451.60,14.95,3.31
Jindal Steel,574.95,560.10,572.05,553.70,18.35,3.31
AB Capital,154.80,149.30,153.65,148.80,4.85,3.26
Suprajit Eng,369.90,355.70,365.85,354.45,11.4,3.22
TCNS Clothing C,476.55,453.00,469.05,454.80,14.25,3.13
Jubilant Ing.,420.25,401.50,410.65,398.30,12.35,3.1
Hindalco,398.05,386.55,396.70,384.95,11.75,3.05
Sapphire Foods,"1,204.40","1,138.55","1,188.00","1,152.95",35.05,3.04
AstraZeneca,"3,385.00","3,267.25","3,365.40","3,267.15",98.25,3.01
Sobha,554.50,530.80,545.50,529.70,15.8,2.98
Century,680.00,656.05,671.75,652.55,19.2,2.94
