company_name,high,low,last_price,prev_close,change,percent_gain
Rattanindia Ent,50.45,44.50,48.90,42.55,6.35,14.92
Just Dial,644.30,622.20,644.30,585.75,58.55,10
Adani Green Ene,"2,119.00","1,920.85","2,089.80","1,915.65",174.15,9.09
Easy Trip,56.25,52.05,56.05,51.50,4.55,8.83
Easy Trip,56.25,52.05,56.05,51.50,4.55,8.83
IOB,32.80,30.10,32.20,30.05,2.15,7.15
Triveni Turbine,297.90,274.80,292.95,274.55,18.4,6.7
Varun Beverages,"1,212.20","1,143.65","1,207.35","1,135.75",71.6,6.3
Union Bank,83.40,79.05,82.95,78.75,4.2,5.33
Infibeam Avenue,18.15,17.05,17.90,17.05,0.85,4.99
Central Bank,32.20,30.85,32.20,30.70,1.5,4.89
HEG,"1,133.65","1,053.05","1,098.50","1,050.45",48.05,4.57
Bank of Mah,34.45,31.90,33.05,31.70,1.35,4.26
PNB,59.45,56.80,58.90,56.80,2.1,3.7
Delhivery,326.00,313.00,320.45,309.90,10.55,3.4
JBM Auto,558.50,525.70,548.95,531.45,17.5,3.29
Tech Mahindra,"1,035.75","1,003.25","1,034.45","1,003.15",31.3,3.12
IDFC,88.20,85.20,87.95,85.35,2.6,3.05
Jindal Stainles,245.75,237.00,243.65,236.50,7.15,3.02
Guj State Petro,280.00,269.00,277.90,269.90,8,2.96
L&T Finance,98.30,92.00,95.15,92.45,2.7,2.92
AAVAS Financier,"1,875.00","1,818.05","1,869.60","1,817.75",51.85,2.85
Aether Ind,899.00,864.00,888.75,864.30,24.45,2.83
Indiamart Inter,"4,627.00","4,464.25","4,586.30","4,460.55",125.75,2.82
Grindwell Norto,"2,000.00","1,934.55","1,989.45","1,936.10",53.35,2.76
IWML,"1,868.70","1,793.55","1,831.35","1,783.20",48.15,2.7
Aurobindo Pharm,447.80,434.25,446.50,435.15,11.35,2.61
Brigade Ent,452.95,437.50,448.60,437.25,11.35,2.6
CHEMPLAST SANMA,454.00,438.40,450.65,439.30,11.35,2.58
Network 18,65.90,64.10,65.45,63.85,1.6,2.51
KNR Construct,271.90,262.55,268.75,262.30,6.45,2.46
Sharda Crop,488.80,470.80,482.10,470.75,11.35,2.41
IRB Infra,310.75,300.75,306.65,299.80,6.85,2.28
Bharat Elec,103.00,100.20,102.10,99.95,2.15,2.15
RITES,336.90,327.55,334.90,328.45,6.45,1.96
Kalpataru Power,533.00,522.40,529.65,519.85,9.8,1.89
Whirlpool,"1,496.00","1,456.25","1,475.45","1,448.40",27.05,1.87
Finolex Ind,176.00,171.60,175.35,172.15,3.2,1.86
IDBI Bank,56.15,54.75,55.50,54.50,1,1.83
Nuvoco Vistas,396.00,379.05,387.40,380.55,6.85,1.8
Dabur India,553.80,543.05,553.05,543.70,9.35,1.72
ICICI Prudentia,479.90,469.80,477.55,469.55,8,1.7
Indiabulls Hsg,141.50,137.35,141.00,138.70,2.3,1.66
Delta Corp,215.70,211.00,215.15,211.65,3.5,1.65
Route,"1,221.90","1,193.20","1,210.25","1,191.45",18.8,1.58
TV18 Broadcast,37.60,36.65,37.05,36.50,0.55,1.51
Bank of India,101.30,96.50,97.85,96.40,1.45,1.5
HUDCO,52.60,50.65,51.25,50.50,0.75,1.49
