company_name,high,low,last_price,prev_close,change,percent_gain
Sudarshan Chem,453.00,413.00,440.00,393.30,46.7,11.87
Deepak Nitrite,"2,160.00","1,932.80","2,135.10","1,950.05",185.05,9.49
Indiabulls Real,65.40,57.30,62.85,57.85,5,8.64
Engineers India,109.15,99.95,108.55,100.70,7.85,7.8
NBCC (India),43.45,39.90,43.30,40.25,3.05,7.58
Dixon Technolog,"3,583.00","3,260.00","3,514.30","3,275.65",238.65,7.29
Laurus Labs,341.05,314.10,334.80,314.45,20.35,6.47
Suzlon Energy,10.20,9.55,10.05,9.45,0.6,6.35
NCC,109.50,99.65,108.50,102.40,6.1,5.96
Elgi Equipments,583.80,531.00,571.25,539.25,32,5.93
KPIT Tech,987.70,911.80,979.65,926.20,53.45,5.77
Metro Brands,954.90,828.00,929.60,880.45,49.15,5.58
Ceat,"2,112.00","1,940.00","2,076.70","1,974.50",102.2,5.18
Adani Total Gas,796.50,759.00,796.50,758.60,37.9,5
Adani Trans,911.40,882.60,911.40,868.00,43.4,5
Mahindra CIE,493.65,447.60,474.30,452.85,21.45,4.74
Amber Enterpris,"2,162.95","2,013.20","2,130.45","2,035.40",95.05,4.67
Bajaj Holdings,"6,966.00","6,611.55","6,934.45","6,641.40",293.05,4.41
Avanti Feeds,383.30,363.10,379.40,364.40,15,4.12
Orient Electric,228.80,217.70,228.00,219.15,8.85,4.04
CG Consumer,278.30,266.00,276.20,266.10,10.1,3.8
TV18 Broadcast,35.80,33.00,34.20,32.95,1.25,3.79
Varun Beverages,"1,626.00","1,562.35","1,614.80","1,555.85",58.95,3.79
Caplin Labs,760.00,715.90,742.85,716.30,26.55,3.71
Blue Star,"1,447.30","1,391.00","1,436.00","1,388.85",47.15,3.39
Linde India,"4,051.00","3,952.45","3,998.85","3,870.55",128.3,3.31
Torrent Power,555.50,532.55,552.90,535.35,17.55,3.28
Bandhan Bank,262.00,252.50,261.10,253.80,7.3,2.88
Olectra Greente,732.80,675.00,698.10,678.95,19.15,2.82
Gujarat Pipavav,115.80,111.10,114.65,111.55,3.1,2.78
L&T Finance,102.90,97.80,101.05,98.35,2.7,2.75
Transport Corp,692.00,665.05,687.10,668.80,18.3,2.74
MRPL,67.20,64.60,66.65,64.95,1.7,2.62
HUDCO,58.50,54.95,57.15,55.70,1.45,2.6
Tanla Platforms,745.90,717.70,738.55,719.80,18.75,2.6
KRBL,419.50,407.00,416.70,406.25,10.45,2.57
Patanjali Foods,"1,029.00",980.00,"1,018.35",993.95,24.4,2.45
Narayana Hruda,880.80,819.05,839.90,820.45,19.45,2.37
Devyani Int,183.40,176.00,180.60,176.70,3.9,2.21
Sun Pharma,954.80,932.60,952.15,931.60,20.55,2.21
Medplus Health,698.95,673.50,692.95,679.20,13.75,2.02
Zomato,64.70,62.75,64.45,63.20,1.25,1.98
CG Power ,365.55,354.55,364.30,357.40,6.9,1.93
Havells India,"1,275.95","1,242.25","1,273.35","1,249.75",23.6,1.89
New India Assur,120.60,115.10,118.85,116.65,2.2,1.89
Affle India,933.00,903.35,925.20,908.45,16.75,1.84
Aditya Birla F,201.80,193.55,198.05,194.50,3.55,1.83
Rallis India,196.50,188.20,191.95,188.55,3.4,1.8
Sundram,"1,084.95","1,059.30","1,078.00","1,059.10",18.9,1.78
Vedant Fashions,"1,280.35","1,238.40","1,268.75","1,246.50",22.25,1.78
Rail Vikas,118.65,111.00,115.00,113.00,2,1.77
eClerx Services,"1,530.00","1,442.90","1,480.85","1,456.15",24.7,1.7
Quess Corp,385.90,374.00,383.55,377.40,6.15,1.63
United Spirits,838.20,818.50,835.30,821.95,13.35,1.62
Alkem Lab,"3,400.80","3,252.00","3,310.10","3,257.90",52.2,1.6
Grindwell Norto,"2,050.00","2,004.35","2,045.35","2,014.35",31,1.54
IRFC,34.30,33.15,33.85,33.35,0.5,1.5
Nazara,626.65,606.95,621.15,612.25,8.9,1.45
JBM Auto,787.00,752.30,762.95,752.25,10.7,1.42
Network 18,62.70,59.75,60.65,59.80,0.85,1.42
Tata Comm,"1,262.00","1,235.20","1,259.75","1,242.25",17.5,1.41
CCL Products,613.00,597.00,611.10,602.65,8.45,1.4
TCNS Clothing C,416.40,403.50,411.15,405.55,5.6,1.38
Syngene Intl,715.00,696.00,708.80,699.25,9.55,1.37
Edelweiss,65.10,63.35,64.55,63.70,0.85,1.33
Endurance Techn,"1,392.10","1,357.00","1,383.40","1,365.20",18.2,1.33
Dr Reddys Labs,"4,524.00","4,459.90","4,519.25","4,460.55",58.7,1.32
ABSL AMC,349.00,342.65,347.50,343.05,4.45,1.3
PI Industries,"3,430.00","3,355.00","3,418.85","3,375.25",43.6,1.29
Intellect Desig,568.80,551.40,564.65,557.70,6.95,1.25
Apollo Tyres,385.00,376.70,383.80,379.10,4.7,1.24
Just Dial,693.80,678.95,690.65,682.25,8.4,1.23
Jubilant Pharmo,361.30,346.55,353.55,349.25,4.3,1.23
Aster DM Health,267.85,256.20,263.50,260.40,3.1,1.19
Lux Industries,"1,498.00","1,464.00","1,484.65","1,467.35",17.3,1.18
Indigo Paints,"1,447.95","1,405.65","1,429.05","1,412.55",16.5,1.17
Sapphire Foods,"1,340.00","1,315.00","1,335.50","1,320.10",15.4,1.17
PVR INOX,"1,369.95","1,346.80","1,365.55","1,349.90",15.65,1.16
Aegis Logistics,380.50,366.05,373.10,368.85,4.25,1.15
Indian Hotels,377.45,369.20,375.25,371.00,4.25,1.15
JM Financial,68.60,65.80,66.85,66.10,0.75,1.13
Granules India,280.40,275.00,278.90,275.85,3.05,1.11
Balrampur Chini,397.95,384.45,391.05,387.00,4.05,1.05
Hero Motocorp,"2,744.75","2,706.00","2,738.70","2,710.45",28.25,1.04
Vedanta,292.95,284.60,291.35,288.35,3,1.04
Asahi India,462.75,453.80,457.25,452.60,4.65,1.03
Dr Lal PathLab,"2,055.70","1,986.00","2,046.20","2,025.70",20.5,1.01
ITC,434.75,427.00,433.50,429.15,4.35,1.01
Procter&Gamble,"5,113.00","5,001.60","5,083.85","5,034.85",49,0.97
TVS Motor,"1,279.00","1,247.00","1,272.90","1,261.15",11.75,0.93
3M India,"24,400.00","24,044.45","24,283.15","24,062.55",220.6,0.92
IndusInd Bank,"1,275.90","1,247.65","1,271.75","1,260.20",11.55,0.92
Navin Fluorine,"4,667.00","4,511.25","4,601.50","4,559.35",42.15,0.92
Titan Company,"2,722.00","2,670.00","2,707.25","2,683.45",23.8,0.89
LIC Housing Fin,378.40,370.40,376.20,373.05,3.15,0.84
SBI Life Insura,"1,177.15","1,158.80","1,175.35","1,165.60",9.75,0.84
Bharat Elec,109.30,107.30,108.80,107.90,0.9,0.83
Cipla,939.90,923.50,938.00,930.40,7.6,0.82
Polycab,"3,415.00","3,360.20","3,402.55","3,374.95",27.6,0.82
RITES,376.45,371.10,373.80,370.75,3.05,0.82
TTK Prestige,726.70,716.05,724.55,718.65,5.9,0.82
United Brewerie,"1,426.45","1,406.75","1,422.15","1,410.65",11.5,0.82
Delhivery,363.85,357.00,363.05,360.15,2.9,0.81
Triveni Turbine,405.50,397.05,403.05,399.80,3.25,0.81
Shyam Metalics,303.95,296.05,301.15,298.80,2.35,0.79
Brigade Ent,549.00,526.25,537.55,533.40,4.15,0.78
Sanofi India,"6,434.00","6,331.10","6,403.60","6,354.35",49.25,0.78
Motilal Oswal,642.05,615.80,636.70,631.85,4.85,0.77
Karur Vysya,107.25,104.95,106.05,105.25,0.8,0.76
Maruti Suzuki,"9,318.20","9,159.00","9,270.75","9,200.70",70.05,0.76
ONGC,166.45,164.65,166.25,165.00,1.25,0.76
Tech Mahindra,"1,103.35","1,085.00","1,098.75","1,090.50",8.25,0.76
Marico,532.75,522.00,530.90,526.95,3.95,0.75
GMM Pfaudler,"1,519.90","1,482.70","1,497.80","1,486.90",10.9,0.73
IOC,89.90,88.75,89.65,89.00,0.65,0.73
Power Grid Corp,237.85,234.85,235.80,234.10,1.7,0.73
Max Healthcare,562.50,550.00,557.75,553.75,4,0.72
Coal India,241.50,238.00,241.00,239.30,1.7,0.71
Godrej Consumer,"1,025.25","1,015.00","1,022.75","1,015.70",7.05,0.69
Angel One,"1,227.00","1,202.30","1,214.95","1,206.75",8.2,0.68
Berger Paints,638.00,624.55,634.50,630.20,4.3,0.68
Dilip Buildcon,169.50,166.30,168.20,167.10,1.1,0.66
Aether Ind,917.65,899.95,908.75,903.00,5.75,0.64
LIC India,604.20,592.05,593.90,590.15,3.75,0.64
EID Parry,499.65,490.60,497.30,494.20,3.1,0.63
Hatsun Agro,894.35,875.00,889.80,884.25,5.55,0.63
JSW Energy,255.75,240.00,249.70,248.15,1.55,0.62
Siemens,"3,482.70","3,376.00","3,431.00","3,410.60",20.4,0.6
HDFC Life,571.95,558.90,566.00,562.70,3.3,0.59
Shoppers Stop,749.70,731.75,747.35,743.05,4.3,0.58
BASF,"2,479.95","2,448.25","2,475.55","2,461.70",13.85,0.56
M&M,"1,278.00","1,254.50","1,275.70","1,268.55",7.15,0.56
Wockhardt,170.50,168.50,169.10,168.15,0.95,0.56
CRISIL,"3,605.50","3,550.00","3,584.95","3,565.45",19.5,0.55
Colgate,"1,606.45","1,585.95","1,594.00","1,585.50",8.5,0.54
PB Fintech,625.50,611.00,622.90,619.55,3.35,0.54
Tata Chemicals,998.65,975.00,987.10,981.90,5.2,0.53
Max Financial,691.00,671.15,679.85,676.30,3.55,0.52
P and G,"13,600.00","13,365.55","13,528.00","13,457.85",70.15,0.52
Wipro,400.45,393.35,399.70,397.65,2.05,0.52
Bata India,"1,541.85","1,514.50","1,535.00","1,527.35",7.65,0.5
Welspun Corp,244.35,237.00,241.35,240.15,1.2,0.5
Equitas Bank,82.80,80.80,82.35,81.95,0.4,0.49
Poonawalla Fin,354.60,343.35,348.15,346.45,1.7,0.49
Phoenix Mills,"1,446.40","1,400.70","1,422.40","1,415.40",7,0.49
AIA Engineering,"2,945.00","2,889.10","2,938.95","2,925.30",13.65,0.47
Fine Organics,"4,527.55","4,472.60","4,503.90","4,482.85",21.05,0.47
Shriram Finance,"1,390.00","1,356.20","1,369.65","1,363.30",6.35,0.47
NTPC,175.30,173.45,174.95,174.15,0.8,0.46
Power Finance,166.90,164.70,166.50,165.75,0.75,0.45
Ajanta Pharma,"1,312.45","1,283.15","1,299.80","1,294.05",5.75,0.44
Bajaj Auto,"4,552.20","4,492.05","4,517.60","4,498.10",19.5,0.43
AU Small Financ,767.70,749.45,765.90,762.70,3.2,0.42
Godrej Agrovet,428.00,423.00,426.80,425.00,1.8,0.42
HCL Tech,"1,115.00","1,098.00","1,111.95","1,107.35",4.6,0.42
Hinduja Global,"1,164.95","1,151.60","1,159.65","1,154.95",4.7,0.41
Birla Corp,994.45,985.00,989.25,985.30,3.95,0.4
G R Infra,"1,123.00","1,097.95","1,112.30","1,107.90",4.4,0.4
Sona BLW,539.45,527.40,531.90,529.85,2.05,0.39
Deepak Fert,553.65,543.80,549.70,547.65,2.05,0.37
Poly Medicure,982.25,967.60,975.60,972.00,3.6,0.37
FDC,295.00,288.05,291.10,290.05,1.05,0.36
Indiabulls Hsg,113.50,110.55,112.00,111.60,0.4,0.36
Raymond,"1,607.00","1,575.00","1,586.90","1,581.25",5.65,0.36
Biocon,260.60,242.50,243.00,242.15,0.85,0.35
Can Fin Homes,684.70,669.60,679.30,676.95,2.35,0.35
Persistent,"5,059.95","4,895.35","4,966.70","4,950.05",16.65,0.34
DCM Shriram,855.90,847.55,851.15,848.35,2.8,0.33
Nuvoco Vistas,341.75,331.45,335.60,334.50,1.1,0.33
Kansai Nerolac,413.20,409.05,411.20,409.90,1.3,0.32
IGL,487.35,476.30,479.45,477.90,1.55,0.32
TeamLease Ser.,"2,260.00","2,226.70","2,238.60","2,231.35",7.25,0.32
Yes Bank,15.70,15.50,15.60,15.55,0.05,0.32
REC,131.45,129.80,130.90,130.50,0.4,0.31
Trident,34.95,34.45,34.75,34.65,0.1,0.29
Dhani Services,35.80,34.05,34.70,34.60,0.1,0.29
Supreme Ind,"2,798.75","2,745.05","2,792.45","2,784.40",8.05,0.29
IIFL Finance,459.85,441.55,443.90,442.65,1.25,0.28
Mahindra Life,399.00,391.10,394.55,393.50,1.05,0.27
Mahanagar Gas,"1,039.50","1,021.60","1,032.65","1,029.90",2.75,0.27
Relaxo Footwear,879.80,862.05,869.60,867.25,2.35,0.27
Eicher Motors,"3,624.00","3,578.90","3,610.90","3,601.60",9.3,0.26
Gujarat Gas,491.15,482.60,487.20,486.05,1.15,0.24
UPL,684.80,674.00,682.25,680.65,1.6,0.24
Swan Energy,239.65,232.05,234.15,233.60,0.55,0.24
Oracle Fin Serv,"3,600.00","3,543.10","3,573.10","3,564.75",8.35,0.23
CDSL,993.00,987.00,988.75,986.60,2.15,0.22
HLE Glascoat,609.95,595.75,601.65,600.35,1.3,0.22
HLE Glascoat,609.95,595.75,601.65,600.35,1.3,0.22
Borosil Renew,508.00,496.00,498.45,497.50,0.95,0.19
GAIL,108.20,106.80,107.70,107.50,0.2,0.19
Metropolis,"1,270.00","1,246.05","1,261.35","1,259.00",2.35,0.19
SBI,585.25,578.25,582.70,581.60,1.1,0.19
TCS,"3,317.20","3,276.00","3,303.35","3,297.05",6.3,0.19
MphasiS,"1,954.85","1,911.25","1,947.80","1,944.25",3.55,0.18
Bharti Airtel,802.90,795.00,801.40,799.95,1.45,0.18
Dabur India,528.50,522.25,526.70,525.75,0.95,0.18
RHI Magnesita,690.00,671.00,678.60,677.35,1.25,0.18
J. K. Cement,"2,949.50","2,893.00","2,941.75","2,936.70",5.05,0.17
MMTC Ltd,30.10,29.50,29.70,29.65,0.05,0.17
SBI Card,895.95,884.10,889.35,887.85,1.5,0.17
Axis Bank,920.85,910.20,917.70,916.15,1.55,0.17
Vijaya Diagnost,380.15,370.65,375.65,375.00,0.65,0.17
MRF,"97,458.40","95,338.55","95,640.30","95,487.65",152.65,0.16
Jamna Auto,101.80,100.20,100.80,100.65,0.15,0.15
ZFCVINDIA,"10,569.75","10,333.00","10,511.70","10,496.00",15.7,0.15
Grasim,"1,709.50","1,681.00","1,700.35","1,697.95",2.4,0.14
Indiamart Inter,"5,559.50","5,480.15","5,542.60","5,534.90",7.7,0.14
Kajaria Ceramic,"1,280.50","1,251.20","1,264.45","1,262.70",1.75,0.14
Lupin,782.90,773.35,777.95,776.85,1.1,0.14
SJVN,36.15,35.55,35.90,35.85,0.05,0.14
TATA Cons. Prod,774.60,765.55,771.15,770.05,1.1,0.14
Coromandel Int,924.75,910.00,922.15,920.95,1.2,0.13
Tata Elxsi,"7,053.00","6,944.00","7,032.45","7,023.05",9.4,0.13
Cochin Shipyard,492.75,485.00,487.75,487.15,0.6,0.12
Mahindra Holida,290.15,286.80,288.75,288.40,0.35,0.12
MOTHERSON,82.40,80.60,81.55,81.45,0.1,0.12
Shree Renuka,44.15,43.00,43.35,43.30,0.05,0.12
Tata Power,208.00,205.55,207.15,206.90,0.25,0.12
Easy Trip,48.45,46.90,47.05,47.00,0.05,0.11
Easy Trip,48.45,46.90,47.05,47.00,0.05,0.11
Petronet LNG,226.10,224.40,225.15,224.90,0.25,0.11
Home First,699.70,690.20,692.80,692.20,0.6,0.09
Bajaj Finance,"6,848.55","6,729.75","6,785.95","6,780.55",5.4,0.08
Container Corp,667.65,656.25,661.70,661.20,0.5,0.08
Astral Ltd,"1,720.00","1,701.90","1,714.35","1,713.20",1.15,0.07
Oil India,273.25,268.00,269.65,269.45,0.2,0.07
Century,810.00,792.00,801.95,801.45,0.5,0.06
AstraZeneca,"3,221.40","3,180.15","3,199.70","3,198.25",1.45,0.05
IDFC,92.40,90.95,91.45,91.40,0.05,0.05
Jyothy Labs,211.00,207.30,210.00,209.90,0.1,0.05
Kalyan Jeweller,107.70,105.80,106.10,106.05,0.05,0.05
Rashtriya Chem,104.65,103.40,103.90,103.85,0.05,0.05
KNR Construct,241.30,235.60,238.35,238.25,0.1,0.04
Aurobindo Pharm,606.95,596.40,603.70,603.50,0.2,0.03
Bayer CropScien,"4,136.90","4,095.00","4,117.65","4,116.35",1.3,0.03
MOIL,160.50,157.95,158.65,158.60,0.05,0.03
Rossari,719.95,706.00,710.90,710.70,0.2,0.03
Tata Coffee,223.20,221.20,221.85,221.80,0.05,0.02
ICICI Prudentia,444.65,435.00,440.30,440.20,0.1,0.02
Sharda Crop,487.55,475.60,484.45,484.35,0.1,0.02
