company_name,high,low,last_price,prev_close,change,percent_gain
Fert and Chem,292.70,256.50,292.70,266.10,26.6,10
CHEMPLAST SANMA,488.00,430.60,480.65,438.40,42.25,9.64
IRFC,35.90,32.60,35.65,32.85,2.8,8.52
JBM Auto,481.40,445.00,477.30,449.75,27.55,6.13
Rail Vikas,73.55,70.20,73.55,70.05,3.5,5
Sudarshan Chem,401.00,371.40,396.60,377.85,18.75,4.96
PNB Housing Fin,543.00,494.30,530.65,506.70,23.95,4.73
Mazagon Dock,884.40,826.40,878.70,841.60,37.1,4.41
RHI Magnesita,862.00,812.30,847.60,816.65,30.95,3.79
Balrampur Chini,407.50,387.00,406.35,391.85,14.5,3.7
JK Paper,450.00,426.00,439.85,425.10,14.75,3.47
Solar Ind,"4,169.70","4,021.10","4,151.95","4,013.90",138.05,3.44
KNR Construct,270.50,258.50,266.85,258.45,8.4,3.25
Max Healthcare,440.00,422.65,438.25,424.60,13.65,3.21
Aster DM Health,229.75,221.90,228.60,221.55,7.05,3.18
TCNS Clothing C,588.00,560.05,579.85,562.40,17.45,3.1
Mahindra Logist,474.00,459.85,470.85,458.30,12.55,2.74
V-Mart Retail,"2,975.00","2,881.65","2,961.45","2,883.95",77.5,2.69
Metro Brands,864.00,821.35,848.30,827.00,21.3,2.58
GE Shipping,730.00,705.05,725.75,708.80,16.95,2.39
Motilal Oswal,721.00,698.00,717.90,701.20,16.7,2.38
Indian Bank,299.90,286.50,297.80,291.00,6.8,2.34
IIFL Finance,518.00,494.00,511.75,500.05,11.7,2.34
Indiabulls Hsg,154.60,149.25,153.50,150.00,3.5,2.33
Guj Amb Exports,259.60,245.55,255.00,249.25,5.75,2.31
SJVN,38.30,36.70,38.05,37.20,0.85,2.28
Triveni Engg,302.95,290.00,301.00,294.35,6.65,2.26
Aegis Logistics,363.40,344.10,359.10,351.20,7.9,2.25
Adani Enterpris,"4,172.00","4,066.40","4,165.30","4,075.30",90,2.21
Mahindra Life,375.00,360.05,371.70,363.65,8.05,2.21
Ipca Labs,874.70,848.30,872.85,854.10,18.75,2.2
Tanla Platforms,761.30,738.65,751.60,736.20,15.4,2.09
NOCIL,247.50,239.50,245.05,240.45,4.6,1.91
Vaibhav Global,338.95,331.75,337.60,331.35,6.25,1.89
Kalpataru Power,565.00,532.05,550.05,539.90,10.15,1.88
IRB Infra,322.55,313.45,318.60,312.80,5.8,1.85
Interglobe Avi,"2,100.00","2,007.05","2,063.80","2,027.10",36.7,1.81
Intellect Desig,435.60,419.00,433.20,425.50,7.7,1.81
Cummins,"1,492.95","1,450.25","1,489.80","1,463.50",26.3,1.8
APL Apollo,"1,145.00","1,111.90","1,139.45","1,119.75",19.7,1.76
Poly Medicure,925.00,890.05,909.30,893.55,15.75,1.76
Atul,"8,250.00","8,017.55","8,235.85","8,095.30",140.55,1.74
Mahindra CIE,340.80,323.10,339.50,333.70,5.8,1.74
Uflex,574.80,558.60,569.80,560.25,9.55,1.7
Godfrey Phillip,"2,054.55","1,878.40","2,031.50","1,998.25",33.25,1.66
Latent View,352.00,340.20,348.45,342.75,5.7,1.66
Triveni Turbine,300.75,292.00,299.40,294.85,4.55,1.54
Tube Investment,"3,046.20","2,880.00","3,017.35","2,972.05",45.3,1.52
Procter&Gamble,"4,160.00","4,061.05","4,142.50","4,081.25",61.25,1.5
Vinati Organics,"2,015.00","1,976.00","2,006.75","1,977.40",29.35,1.48
Navin Fluorine,"4,225.00","4,086.10","4,216.80","4,156.25",60.55,1.46
MphasiS,"1,959.40","1,902.00","1,950.70","1,923.05",27.65,1.44
Kalyan Jeweller,131.80,127.55,131.05,129.20,1.85,1.43
EIH,179.85,173.00,178.05,175.60,2.45,1.4
Hind Zinc,328.95,320.20,328.50,324.00,4.5,1.39
Shriram Finance,"1,399.00","1,352.40","1,389.25","1,370.45",18.8,1.37
CG Consumer,353.40,346.60,352.75,348.10,4.65,1.34
Canara Bank,324.00,312.55,322.15,317.95,4.2,1.32
TCS,"3,249.00","3,163.65","3,243.95","3,202.05",41.9,1.31
Bharat Forge,900.00,875.05,897.05,886.30,10.75,1.21
Gujarat Pipavav,98.90,96.00,97.25,96.10,1.15,1.2
Caplin Labs,740.15,724.15,736.15,727.55,8.6,1.18
Hatsun Agro,920.00,902.00,912.40,901.80,10.6,1.18
LIC Housing Fin,414.90,406.10,414.25,409.45,4.8,1.17
Zomato,63.20,61.90,62.85,62.15,0.7,1.13
Grindwell Norto,"1,940.00","1,900.00","1,928.70","1,907.60",21.1,1.11
Campus Active,429.70,408.65,421.85,417.30,4.55,1.09
MTAR Tech,"1,684.00","1,621.00","1,653.55","1,635.70",17.85,1.09
Godrej Agrovet,482.20,473.90,481.05,476.00,5.05,1.06
Hitachi Energy,"3,433.10","3,341.10","3,419.70","3,384.60",35.1,1.04
Sun TV Network,514.80,502.20,512.30,507.15,5.15,1.02
Elgi Equipments,490.00,473.00,482.85,478.15,4.7,0.98
Swan Energy,300.00,290.00,297.80,294.90,2.9,0.98
Saregama India,377.80,370.00,375.10,371.50,3.6,0.97
GMM Pfaudler,"1,671.95","1,629.00","1,653.05","1,637.10",15.95,0.97
Quess Corp,445.00,434.75,440.90,436.70,4.2,0.96
ABB India,"2,936.00","2,880.30","2,924.85","2,897.25",27.6,0.95
Bajaj Holdings,"6,198.00","6,090.10","6,173.60","6,116.00",57.6,0.94
Sharda Crop,499.50,480.25,491.45,486.85,4.6,0.94
Aarti Drugs,463.00,454.00,462.10,457.85,4.25,0.93
New India Assur,142.35,129.30,135.20,133.95,1.25,0.93
Polyplex Corp,"1,673.65","1,633.20","1,647.10","1,632.10",15,0.92
RBL Bank,170.65,164.00,169.50,167.95,1.55,0.92
Apollo Tyres,328.85,319.00,327.40,324.50,2.9,0.89
Reliance,"2,626.00","2,566.00","2,621.80","2,599.30",22.5,0.87
Wockhardt,230.45,225.00,225.65,223.70,1.95,0.87
AU Small Financ,684.40,667.25,676.40,670.60,5.8,0.86
Can Fin Homes,548.00,531.00,546.25,541.60,4.65,0.86
Bharat Elec,101.60,99.00,101.30,100.45,0.85,0.85
Havells India,"1,177.00","1,151.20","1,172.25","1,162.50",9.75,0.84
Indiamart Inter,"4,573.30","4,438.80","4,518.80","4,481.15",37.65,0.84
Poonawalla Fin,293.55,287.00,289.60,287.20,2.4,0.84
Star Health,588.70,572.65,585.75,580.85,4.9,0.84
Info Edge,"4,249.00","4,125.00","4,227.55","4,193.30",34.25,0.82
PCBL,139.50,136.55,138.80,137.70,1.1,0.8
Radico Khaitan,"1,060.00","1,042.40","1,055.20","1,046.80",8.4,0.8
Suprajit Eng,358.85,332.00,334.75,332.10,2.65,0.8
Shoppers Stop,688.00,670.55,684.35,679.00,5.35,0.79
CCL Products,517.90,510.00,516.60,512.75,3.85,0.75
Cochin Shipyard,630.00,609.50,622.25,617.60,4.65,0.75
Bajaj Electric,"1,153.80","1,133.55","1,149.90","1,141.50",8.4,0.74
Whirlpool,"1,511.00","1,478.00","1,507.45","1,496.40",11.05,0.74
Container Corp,750.00,734.40,747.20,741.80,5.4,0.73
LIC India,754.25,730.05,739.95,734.60,5.35,0.73
NBCC (India),42.80,41.35,41.60,41.30,0.3,0.73
Oracle Fin Serv,"3,035.95","2,988.25","3,020.95","2,999.70",21.25,0.71
DCM Shriram,877.70,861.50,873.45,867.35,6.1,0.7
Patanjali Foods,"1,244.15","1,219.00","1,239.25","1,230.65",8.6,0.7
KEC Intl,490.00,477.00,481.50,478.20,3.3,0.69
Ashok Leyland,145.65,142.40,145.10,144.15,0.95,0.66
Bank of Baroda,184.75,179.15,183.65,182.45,1.2,0.66
Schaeffler Ind,"2,789.00","2,722.60","2,779.70","2,761.40",18.3,0.66
AIA Engineering,"2,768.00","2,691.60","2,739.25","2,721.95",17.3,0.64
Shipping Corp,151.40,140.15,141.25,140.35,0.9,0.64
HFCL,80.40,78.60,79.55,79.05,0.5,0.63
One 97 Paytm,529.40,523.00,526.75,523.50,3.25,0.62
Fortis Health,283.00,278.40,281.50,279.80,1.7,0.61
J. K. Cement,"3,101.25","3,016.75","3,091.45","3,073.45",18,0.59
Natco Pharma,557.20,549.80,552.60,549.35,3.25,0.59
Network 18,72.55,70.40,71.35,70.95,0.4,0.56
FDC,285.50,280.15,283.10,281.60,1.5,0.53
NCC,88.65,85.10,87.45,87.00,0.45,0.52
Zydus Life,412.50,404.75,411.35,409.25,2.1,0.51
GAIL,98.20,96.00,97.90,97.40,0.5,0.51
Graphite India,395.45,388.15,392.20,390.30,1.9,0.49
Tata Power,218.50,214.60,217.85,216.80,1.05,0.48
Relaxo Footwear,927.00,915.80,924.30,920.00,4.3,0.47
Hindustan Aeron,"2,668.00","2,606.00","2,656.45","2,644.40",12.05,0.46
V-Guard Ind,274.50,266.80,272.50,271.25,1.25,0.46
GSFC,145.70,140.15,144.40,143.75,0.65,0.45
Praj Industries,381.35,373.25,376.80,375.15,1.65,0.44
Greenpanel Ind,343.40,335.50,339.15,337.70,1.45,0.43
Medplus Health,643.00,626.15,633.25,630.55,2.7,0.43
IndusInd Bank,"1,234.35","1,209.95","1,228.65","1,223.55",5.1,0.42
United Spirits,919.80,905.00,917.95,914.20,3.75,0.41
Bosch,"17,690.00","17,380.05","17,601.20","17,529.85",71.35,0.41
Balkrishna Ind,"2,156.70","2,110.05","2,142.80","2,134.25",8.55,0.4
ICICI Prudentia,456.50,447.00,454.35,452.65,1.7,0.38
Axis Bank,952.75,940.45,949.75,946.20,3.55,0.38
Blue Dart,"7,787.00","7,625.25","7,740.30","7,711.65",28.65,0.37
ICICI Bank,912.45,895.70,909.70,906.45,3.25,0.36
Adani Trans,"2,700.00","2,641.25","2,688.35","2,679.30",9.05,0.34
CAMS,"2,207.15","2,182.40","2,194.60","2,187.20",7.4,0.34
Guj Alkali,765.60,756.75,759.65,757.15,2.5,0.33
IGL,443.95,435.80,442.60,441.15,1.45,0.33
Mahanagar Gas,915.00,890.55,909.75,906.85,2.9,0.32
UNO Minda,542.75,535.00,540.45,538.70,1.75,0.32
Thermax,"2,004.95","1,952.35","1,991.55","1,985.20",6.35,0.32
SUMITOMO,484.85,478.30,483.80,482.30,1.5,0.31
UltraTechCement,"7,125.05","7,005.60","7,098.00","7,076.00",22,0.31
Linde India,"3,590.40","3,440.05","3,537.20","3,526.60",10.6,0.3
Chambal Fert,307.00,296.50,305.75,304.85,0.9,0.3
AAVAS Financier,"2,029.90","1,961.30","1,978.75","1,973.05",5.7,0.29
Nestle,"20,167.85","19,851.05","20,135.55","20,081.65",53.9,0.27
Borosil Renew,528.00,522.35,526.20,524.85,1.35,0.26
Dr Lal PathLab,"2,316.00","2,255.00","2,287.10","2,281.10",6,0.26
Chola Invest.,749.95,736.60,747.05,745.15,1.9,0.25
Jubilant Food,521.50,513.15,520.60,519.30,1.3,0.25
Timken,"3,339.15","3,263.00","3,289.50","3,281.25",8.25,0.25
BHEL,84.35,81.50,84.00,83.80,0.2,0.24
General Insuran,200.75,181.05,187.80,187.35,0.45,0.24
KPR Mill,507.70,499.40,503.05,501.85,1.2,0.24
Dixon Technolog,"4,092.00","3,959.95","4,053.95","4,044.50",9.45,0.23
Indiabulls Real,86.85,85.05,86.25,86.05,0.2,0.23
Phoenix Mills,"1,414.90","1,390.05","1,406.05","1,402.95",3.1,0.22
Suven Pharma,479.90,469.10,476.45,475.40,1.05,0.22
Clean Science,"1,508.05","1,482.00","1,495.95","1,492.80",3.15,0.21
Tata Inv Corp,"2,164.95","2,127.05","2,148.70","2,144.15",4.55,0.21
Aether Ind,894.70,884.05,886.20,884.40,1.8,0.2
Endurance Techn,"1,474.90","1,444.95","1,459.80","1,456.85",2.95,0.2
HEG,"1,066.05","1,050.00","1,054.75","1,052.60",2.15,0.2
Muthoot Finance,"1,097.50","1,072.45","1,091.70","1,089.65",2.05,0.19
JK Lakshmi Cem,882.90,857.65,868.80,867.20,1.6,0.18
Aurobindo Pharm,440.90,434.45,438.45,437.70,0.75,0.17
Divis Labs,"3,355.00","3,308.35","3,351.55","3,345.85",5.7,0.17
Home First,737.95,715.90,722.10,720.85,1.25,0.17
Orient Electric,275.50,269.95,272.40,271.95,0.45,0.17
Exide Ind,191.35,187.60,190.50,190.20,0.3,0.16
Tata Coffee,230.50,227.30,230.10,229.75,0.35,0.15
Sanofi India,"5,835.00","5,771.00","5,797.95","5,789.10",8.85,0.15
Devyani Int,189.60,186.15,187.40,187.15,0.25,0.13
Guj State Petro,274.85,269.05,272.30,271.95,0.35,0.13
Marico,529.80,519.25,526.10,525.45,0.65,0.12
NHPC,40.40,39.70,40.20,40.15,0.05,0.12
TCI Express,"1,872.75","1,845.00","1,863.95","1,861.65",2.3,0.12
Pfizer,"4,437.70","4,405.00","4,422.20","4,417.40",4.8,0.11
Prestige Estate,472.50,465.70,468.90,468.45,0.45,0.1
Zydus Wellness,"1,599.50","1,581.90","1,588.85","1,587.35",1.5,0.09
Motherson SWI,58.80,57.60,58.50,58.45,0.05,0.09
Castrol,129.75,127.35,128.70,128.60,0.1,0.08
SIS,398.00,388.05,390.30,390.00,0.3,0.08
CreditAccess Gr,906.90,896.05,905.35,904.70,0.65,0.07
Abbott India,"21,001.25","20,727.45","20,898.70","20,885.65",13.05,0.06
NALCO,78.30,76.20,78.15,78.10,0.05,0.06
Sheela Foam,"2,599.90","2,566.10","2,593.10","2,591.90",1.2,0.05
Alkem Lab,"3,041.00","2,965.00","3,001.95","3,000.65",1.3,0.04
Asian Paints,"3,088.65","3,018.00","3,082.15","3,080.95",1.2,0.04
Sun Pharma,990.65,979.40,988.35,987.95,0.4,0.04
ONGC,146.20,143.10,145.85,145.80,0.05,0.03
BASF,"2,698.00","2,654.20","2,681.10","2,680.95",0.15,0.01
COFORGE LTD.,"3,913.80","3,830.00","3,895.95","3,895.65",0.3,0.01
