company_name,high,low,last_price,prev_close,change,percent_gain
Torrent Power,492.90,457.00,491.00,460.00,31,6.74
COFORGE LTD.,"4,417.00","4,068.20","4,358.90","4,102.00",256.9,6.26
Persistent,"4,680.00","4,272.05","4,593.15","4,323.50",269.65,6.24
Delhivery,328.40,307.90,324.75,306.20,18.55,6.06
Can Fin Homes,554.80,522.45,551.85,521.10,30.75,5.9
Bandhan Bank,249.85,240.00,247.95,237.15,10.8,4.55
Tata Elxsi,"6,688.00","6,365.00","6,655.45","6,378.30",277.15,4.35
Intellect Desig,430.85,410.25,428.75,411.45,17.3,4.2
Havells India,"1,204.35","1,155.00","1,200.00","1,153.60",46.4,4.02
AU Small Financ,645.00,613.50,640.90,616.35,24.55,3.98
Aether Ind,971.00,900.45,929.35,894.90,34.45,3.85
Birlasoft,304.20,291.50,302.70,291.70,11,3.77
Bajaj Holdings,"5,818.05","5,570.00","5,787.30","5,581.15",206.15,3.69
Indoco Remedies,409.80,391.60,404.75,391.50,13.25,3.38
Fert and Chem,334.50,320.35,329.35,318.60,10.75,3.37
GAIL,102.85,99.60,102.25,99.00,3.25,3.28
Karur Vysya,109.70,101.25,108.50,105.15,3.35,3.19
Ajanta Pharma,"1,201.75","1,152.15","1,196.70","1,159.95",36.75,3.17
Guj State Petro,277.80,266.50,274.80,266.45,8.35,3.13
GSFC,130.60,127.10,130.05,126.20,3.85,3.05
Restaurant Bran,118.50,111.95,115.05,111.85,3.2,2.86
Manappuram Fin,118.95,115.65,118.75,115.45,3.3,2.86
L&T Technology,"3,336.50","3,226.00","3,322.90","3,230.70",92.2,2.85
Tata Comm,"1,387.75","1,345.20","1,383.70","1,346.00",37.7,2.8
GNFC,580.60,565.05,579.20,563.50,15.7,2.79
Mahindra Holida,264.00,256.10,263.55,257.05,6.5,2.53
Latent View,391.40,375.50,383.20,373.95,9.25,2.47
CCL Products,549.70,529.40,545.00,532.05,12.95,2.43
Laxmi Organic,294.80,285.00,290.60,283.70,6.9,2.43
Sona BLW,419.00,409.05,417.75,407.95,9.8,2.4
Amber Enterpris,"1,970.30","1,910.00","1,964.20","1,918.70",45.5,2.37
LTIMindtree,"4,401.00","4,121.00","4,368.85","4,268.05",100.8,2.36
Ashok Leyland,147.70,143.80,147.35,144.05,3.3,2.29
Dr Lal PathLab,"2,162.40","2,098.25","2,154.00","2,105.90",48.1,2.28
