company_name,high,low,last_price,prev_close,change,percent_gain
Olectra Greente,513.45,457.10,513.45,466.80,46.65,9.99
Guj State Petro,261.60,236.55,260.45,237.85,22.60,9.5
PB Fintech,448.00,400.00,432.00,400.40,31.60,7.89
SJVN,39.90,36.45,38.90,36.25,2.65,7.31
Indoco Remedies,423.90,391.00,415.35,387.50,27.85,7.19
Avanti Feeds,401.50,364.10,391.55,365.35,26.20,7.17
Sharda Crop,419.50,387.25,412.95,387.25,25.70,6.64
Redington,177.25,165.75,176.20,165.55,10.65,6.43
Brightcom Group,37.35,34.30,36.65,34.50,2.15,6.23
MRPL,57.45,53.20,56.05,52.85,3.20,6.05
IRFC,31.70,29.40,30.90,29.25,1.65,5.64
Rail Vikas,69.80,64.45,67.15,63.80,3.35,5.25
NLC India,84.65,79.70,83.55,79.40,4.15,5.23
Birlasoft,294.00,279.00,292.30,278.35,13.95,5.01
Welspun India,82.60,76.65,80.35,76.55,3.80,4.96
Rashtriya Chem,124.30,114.20,122.00,116.30,5.70,4.9
Chalet Hotels,353.55,329.30,345.55,330.45,15.10,4.57
Apollo Hospital,"4,833.00","4,614.00","4,815.05","4,605.20",209.85,4.56
SUMITOMO,474.95,456.35,473.25,452.60,20.65,4.56
HDFC Life,573.55,550.10,572.55,547.65,24.90,4.55
PNB Housing Fin,442.00,421.15,438.75,420.25,18.50,4.4
L&T Infotech,"4,985.00","4,745.50","4,945.55","4,742.05",203.50,4.29
Star Health,640.00,603.15,625.00,599.45,25.55,4.26
Restaurant Bran,116.35,112.10,116.00,111.35,4.65,4.18
Balrampur Chini,370.45,356.95,369.30,354.65,14.65,4.13
Persistent,"3,900.00","3,737.10","3,888.30","3,734.65",153.65,4.11
MTAR Tech,"1,607.80","1,541.75","1,596.85","1,535.30",61.55,4.01
Sona BLW,456.00,427.40,446.00,429.40,16.60,3.87
Honeywell Autom,"42,505.90","40,600.00","42,316.45","40,743.00","1,573.45",3.86
General Insuran,145.80,139.10,144.05,138.85,5.20,3.75
JBM Auto,436.40,412.90,426.95,411.60,15.35,3.73
Angel One,"1,505.00","1,449.00","1,495.40","1,441.95",53.45,3.71
REC,103.75,99.70,103.30,99.60,3.70,3.71
NHPC,43.75,41.70,43.45,41.90,1.55,3.7
Union Bank,79.20,75.80,78.60,75.80,2.80,3.69
Godrej Ind,427.70,405.50,420.25,405.35,14.90,3.68
IEX,147.95,140.80,146.95,141.90,5.05,3.56
BPCL,322.00,310.55,321.00,310.15,10.85,3.5
JK Lakshmi Cem,669.00,636.75,666.45,644.95,21.50,3.33
Campus Active,448.80,432.45,446.20,431.95,14.25,3.3
HPCL,221.85,215.70,221.50,214.45,7.05,3.29
Power Finance,130.00,122.15,129.10,125.05,4.05,3.24
ICICI Lombard ,"1,171.00","1,134.85","1,169.90","1,133.95",35.95,3.17
Greenpanel Ind,356.00,344.10,354.20,343.40,10.80,3.15
IOC,72.70,70.15,72.05,69.90,2.15,3.08
Fert and Chem,149.25,140.10,146.50,142.25,4.25,2.99
Cera Sanitary,"6,076.60","5,310.00","5,506.25","5,347.90",158.35,2.96
Infosys,"1,636.00","1,584.75","1,629.80","1,583.15",46.65,2.95
TATA Cons. Prod,795.00,781.25,792.75,770.15,22.60,2.93
Macrotech Dev,"1,024.40",977.05,"1,016.85",988.30,28.55,2.89
Fortis Health,286.50,277.55,284.60,276.80,7.80,2.82
KPR Mill,571.75,543.00,568.45,553.90,14.55,2.63
Poly Medicure,984.05,959.80,975.35,950.40,24.95,2.63
Firstsource Sol,108.40,105.00,107.55,104.80,2.75,2.62
Power Grid Corp,221.00,215.10,220.75,215.15,5.60,2.6
KNR Construct,250.00,240.30,245.70,239.50,6.20,2.59
Triveni Engg,283.40,273.10,278.45,271.55,6.90,2.54
CCL Products,521.55,500.80,514.40,501.70,12.70,2.53
Bank of India,83.25,79.60,81.30,79.35,1.95,2.46
Vaibhav Global,334.85,322.00,329.20,321.30,7.90,2.46
