company_name,high,low,last_price,prev_close,change,percent_gain
Trent,"1,346.75","1,264.05","1,341.90","1,236.05",105.85,8.56
Cummins,"1,618.00","1,539.95","1,578.35","1,474.30",104.05,7.06
Gujarat Pipavav,101.70,94.50,98.45,92.45,6,6.49
Route,"1,262.75","1,168.05","1,250.00","1,176.40",73.6,6.26
Campus Active,398.70,369.55,394.65,371.95,22.7,6.1
PB Fintech,520.00,475.00,510.30,481.75,28.55,5.93
TV18 Broadcast,34.30,31.95,34.00,32.20,1.8,5.59
Easy Trip,53.60,49.75,52.95,50.15,2.8,5.58
Easy Trip,53.60,49.75,52.95,50.15,2.8,5.58
Privi Special,928.95,875.00,924.80,875.95,48.85,5.58
JSW Energy,238.70,224.00,236.35,224.00,12.35,5.51
SIS,366.70,345.00,364.10,345.95,18.15,5.25
Dhani Services,36.00,33.50,35.55,33.80,1.75,5.18
Adani Wilmar,439.70,406.30,439.70,418.80,20.9,4.99
Fert and Chem,270.35,257.15,270.35,257.50,12.85,4.99
NIIT,354.90,328.35,348.60,333.20,15.4,4.62
One 97 Paytm,738.70,666.50,705.95,675.95,30,4.44
Schaeffler Ind,"2,752.00","2,593.10","2,722.55","2,613.15",109.4,4.19
Equitas Bank,58.85,55.65,58.00,55.75,2.25,4.04
KPR Mill,595.95,550.00,581.35,559.40,21.95,3.92
BSE Limited,509.50,481.10,505.70,486.70,19,3.9
FSN E-Co Nykaa,155.25,146.90,151.85,146.30,5.55,3.79
UNO Minda,530.00,507.10,525.95,507.10,18.85,3.72
Amara Raja Batt,615.20,591.50,611.95,591.50,20.45,3.46
Vedant Fashions,"1,225.50","1,162.00","1,219.50","1,178.80",40.7,3.45
Cera Sanitary,"5,990.00","5,799.65","5,968.70","5,770.75",197.95,3.43
Gujarat Fluoro,"3,064.00","2,912.00","3,051.60","2,950.85",100.75,3.41
Elgi Equipments,443.95,421.05,439.20,425.00,14.2,3.34
Jubilant Food,460.00,441.00,457.90,443.35,14.55,3.28
UTI AMC,712.75,674.55,696.75,677.40,19.35,2.86
VIP Industries,690.00,652.00,680.55,662.05,18.5,2.79
Westlife Food,718.65,692.50,711.25,692.55,18.7,2.7
Mahindra Holida,276.30,265.50,275.40,268.20,7.2,2.68
General Insuran,167.85,157.05,163.70,159.55,4.15,2.6
Metro Brands,790.00,758.75,784.75,765.10,19.65,2.57
TeamLease Ser.,"2,519.15","2,447.45","2,511.00","2,448.35",62.65,2.56
Network 18,61.60,59.10,60.95,59.45,1.5,2.52
Transport Corp,649.20,623.60,646.65,630.80,15.85,2.51
Finolex Cables,575.00,535.00,561.75,548.10,13.65,2.49
Godrej Agrovet,466.00,451.00,460.80,449.80,11,2.45
Home First,777.00,751.20,770.45,752.00,18.45,2.45
Latent View,372.35,360.05,369.80,361.05,8.75,2.42
Timken,"3,006.50","2,900.90","2,987.85","2,918.90",68.95,2.36
Aditya Birla F,257.05,247.15,256.30,250.45,5.85,2.34
Bajaj Finserv,"1,409.90","1,356.65","1,400.25","1,368.90",31.35,2.29
Bajaj Finserv,"1,409.90","1,356.65","1,400.25","1,368.90",31.35,2.29
Suzlon Energy,9.35,8.95,9.20,9.00,0.2,2.22
L&T Technology,"3,632.00","3,531.00","3,622.05","3,543.90",78.15,2.21
Tanla Platforms,638.25,611.10,627.10,613.95,13.15,2.14
Clean Science,"1,535.00","1,464.05","1,492.85","1,463.35",29.5,2.02
HDFC Life,522.70,502.20,518.65,508.55,10.1,1.99
PNC Infratech,334.80,322.25,331.15,324.70,6.45,1.99
Star Health,545.00,529.50,540.85,530.95,9.9,1.86
Hindalco,447.70,431.75,444.55,436.50,8.05,1.84
3M India,"23,994.95","23,250.00","23,528.35","23,117.80",410.55,1.78
Asian Paints,"2,820.35","2,766.15","2,814.60","2,765.60",49,1.77
KPIT Tech,830.00,806.05,817.25,803.20,14.05,1.75
Syngene Intl,577.25,555.60,571.10,561.60,9.5,1.69
EIH,173.45,167.45,169.65,166.85,2.8,1.68
Infosys,"1,619.75","1,586.05","1,617.00","1,590.50",26.5,1.67
NLC India,79.25,76.95,79.00,77.70,1.3,1.67
TTK Prestige,779.60,760.00,777.15,764.50,12.65,1.65
Bajaj Finance,"6,487.80","6,335.25","6,455.00","6,351.65",103.35,1.63
Hitachi Energy,"3,020.00","2,905.85","3,001.50","2,953.55",47.95,1.62
IndusInd Bank,"1,168.20","1,138.30","1,163.80","1,145.35",18.45,1.61
ONGC,146.40,143.20,146.20,143.90,2.3,1.6
ABB India,"3,140.00","3,068.80","3,128.05","3,079.45",48.6,1.58
IRCTC,656.70,637.00,651.45,641.30,10.15,1.58
Delta Corp,197.90,190.45,196.80,193.75,3.05,1.57
Alkem Lab,"3,278.15","3,140.95","3,230.45","3,180.80",49.65,1.56
Sonata,662.10,627.35,651.45,641.50,9.95,1.55
NHPC,40.95,39.85,40.75,40.15,0.6,1.49
Rallis India,208.50,204.00,207.45,204.40,3.05,1.49
Can Fin Homes,601.90,585.80,600.35,591.65,8.7,1.47
AstraZeneca,"3,396.00","3,327.90","3,379.65","3,333.45",46.2,1.39
APL Apollo,"1,217.50","1,180.05","1,200.40","1,184.15",16.25,1.37
MMTC Ltd,33.70,32.80,33.25,32.80,0.45,1.37
SBI Life Insura,"1,185.00","1,162.75","1,180.45","1,164.50",15.95,1.37
Thermax,"2,133.90","2,067.25","2,118.80","2,090.50",28.3,1.35
Shilpa,246.00,241.50,244.55,241.40,3.15,1.3
Rajesh Exports,878.00,836.40,862.35,851.40,10.95,1.29
PI Industries,"3,207.95","3,154.05","3,194.20","3,154.05",40.15,1.27
Bandhan Bank,242.50,236.50,242.05,239.05,3,1.25
HFCL,69.60,67.60,68.75,67.90,0.85,1.25
KRBL,376.65,366.35,371.45,366.90,4.55,1.24
Power Finance,145.85,141.00,145.35,143.60,1.75,1.22
Ipca Labs,889.95,868.60,876.70,866.35,10.35,1.19
Muthoot Finance,"1,024.95","1,002.65","1,017.70","1,006.35",11.35,1.13
IOB,28.30,26.70,27.20,26.90,0.3,1.12
CDSL,"1,004.00",980.00,"1,000.65",989.70,10.95,1.11
Indiamart Inter,"4,766.40","4,641.30","4,751.55","4,701.00",50.55,1.08
EPL,156.50,153.30,156.00,154.35,1.65,1.07
Just Dial,643.30,626.55,636.65,630.30,6.35,1.01
TVS Motor,"1,054.70","1,030.60","1,049.80","1,039.55",10.25,0.99
Info Edge,"3,838.60","3,720.90","3,824.40","3,787.45",36.95,0.98
Dalmia Bharat,"1,932.00","1,895.05","1,926.25","1,907.60",18.65,0.98
SRF,"2,239.90","2,184.05","2,218.35","2,197.10",21.25,0.97
SAIL,86.55,83.80,85.35,84.55,0.8,0.95
Berger Paints,571.25,561.80,568.55,563.25,5.3,0.94
Dr Lal PathLab,"1,975.00","1,926.20","1,968.10","1,949.70",18.4,0.94
Britannia,"4,656.10","4,575.15","4,637.35","4,594.80",42.55,0.93
Cyient,934.45,911.05,918.25,909.95,8.3,0.91
NOCIL,211.00,206.00,209.25,207.40,1.85,0.89
Bank of Baroda,170.95,164.30,169.45,168.00,1.45,0.86
Divis Labs,"2,856.00","2,771.05","2,823.15","2,799.05",24.1,0.86
ZFCVINDIA,"10,198.00","9,841.15","9,916.90","9,832.40",84.5,0.86
Kansai Nerolac,420.00,411.05,417.90,414.40,3.5,0.84
TCI Express,"1,520.00","1,478.00","1,501.45","1,488.95",12.5,0.84
HLE Glascoat,599.10,581.20,591.55,586.75,4.8,0.82
HLE Glascoat,599.10,581.20,591.55,586.75,4.8,0.82
Intellect Desig,469.45,459.05,465.60,461.85,3.75,0.81
Larsen,"2,151.95","2,135.70","2,147.40","2,130.85",16.55,0.78
Jubilant Ing.,474.00,467.10,471.90,468.30,3.6,0.77
RBL Bank,168.75,163.90,168.05,166.80,1.25,0.75
Tata Inv Corp,"2,257.00","2,220.00","2,244.60","2,227.90",16.7,0.75
Dilip Buildcon,214.30,208.50,211.40,209.85,1.55,0.74
SBI Card,762.80,750.50,757.25,751.70,5.55,0.74
Oberoi Realty,888.00,839.85,845.10,839.00,6.1,0.73
G R Infra,"1,143.00","1,111.10","1,134.55","1,126.80",7.75,0.69
Avenue Supermar,"3,544.15","3,465.15","3,482.05","3,458.60",23.45,0.68
HEG,"1,030.55","1,009.40","1,014.25","1,007.35",6.9,0.68
KNR Construct,270.10,263.00,267.45,265.65,1.8,0.68
J. K. Cement,"2,788.95","2,705.70","2,771.05","2,752.65",18.4,0.67
P and G,"13,839.90","13,600.10","13,737.60","13,645.55",92.05,0.67
Oracle Fin Serv,"3,209.60","3,161.35","3,190.90","3,169.60",21.3,0.67
Jindal Steel,599.35,589.15,597.05,593.20,3.85,0.65
KEC Intl,470.95,461.00,464.25,461.30,2.95,0.64
L&T Finance,94.30,92.00,93.95,93.35,0.6,0.64
Max Healthcare,442.10,436.85,440.50,437.70,2.8,0.64
MphasiS,"2,144.40","2,104.00","2,140.15","2,126.80",13.35,0.63
Colgate,"1,472.00","1,453.85","1,467.15","1,458.00",9.15,0.63
Bombay Burmah,915.95,901.50,911.25,905.75,5.5,0.61
Vijaya Diagnost,442.00,430.55,437.65,435.00,2.65,0.61
Infibeam Avenue,17.15,16.40,16.70,16.60,0.1,0.6
