company_name,high,low,last_price,prev_close,change,percent_gain
Aegis Logistics,383.95,331.25,373.60,333.80,39.80,11.92
Intellect Desig,433.05,393.90,431.50,401.30,30.20,7.53
INDUS TOWERS,150.70,137.60,146.95,137.00,9.95,7.26
Mahindra CIE,391.50,358.10,385.00,360.65,24.35,6.75
FSN E-Co Nykaa,135.65,124.30,133.85,125.90,7.95,6.31
Vodafone Idea,7.10,6.40,6.80,6.40,0.40,6.25
Easy Trip,53.40,49.90,52.05,49.15,2.90,5.9
Easy Trip,53.40,49.90,52.05,49.15,2.90,5.9
Mazagon Dock,782.45,722.05,763.25,721.15,42.10,5.84
General Insuran,183.55,171.25,182.50,173.15,9.35,5.4
Indian Bank,300.00,278.50,296.85,282.35,14.50,5.14
Adani Enterpris,"3,037.55","2,665.00","2,892.85","2,761.45",131.40,4.76
PB Fintech,424.45,395.45,420.40,401.50,18.90,4.71
Ratnamani Metal,"2,119.00","2,001.25","2,092.30","1,999.80",92.50,4.63
NLC India,78.85,75.25,78.15,74.70,3.45,4.62
Bajaj Finance,"6,066.20","5,770.05","6,021.80","5,760.70",261.10,4.53
One 97 Paytm,537.00,511.80,534.10,513.40,20.70,4.03
Voltas,778.00,744.90,774.95,744.95,30.00,4.03
Bank of Mah,29.25,27.00,28.85,27.75,1.10,3.96
J. K. Cement,"2,710.60","2,580.00","2,683.20","2,586.15",97.05,3.75
Vardhman Text,300.80,285.00,298.20,287.60,10.60,3.69
Krishna Inst.,"1,518.75","1,400.00","1,487.40","1,434.95",52.45,3.66
Firstsource Sol,108.00,103.00,107.10,103.45,3.65,3.53
Sterlite Techno,185.75,173.40,181.05,175.00,6.05,3.46
Engineers India,87.50,83.00,85.95,83.10,2.85,3.43
RITES,349.80,333.20,346.95,335.80,11.15,3.32
Radico Khaitan,"1,101.60","1,056.30","1,099.10","1,064.15",34.95,3.28
Tejas Networks,541.00,510.00,535.40,518.55,16.85,3.25
Shree Cements,"22,730.00","21,860.00","22,585.35","21,901.20",684.15,3.12
GMM Pfaudler,"1,595.75","1,544.05","1,587.05","1,541.90",45.15,2.93
Carborundum,973.05,945.00,965.55,938.20,27.35,2.92
COFORGE LTD.,"4,454.45","4,266.20","4,418.65","4,294.10",124.55,2.9
CG Consumer,330.15,318.50,328.80,320.10,8.70,2.72
Berger Paints,557.65,539.20,554.10,539.50,14.60,2.71
Granules India,293.75,280.45,291.35,283.80,7.55,2.66
Cochin Shipyard,495.30,471.90,487.30,474.95,12.35,2.6
UltraTechCement,"6,903.95","6,642.55","6,887.70","6,715.60",172.10,2.56
CCL Products,534.00,517.05,529.00,516.40,12.60,2.44
SBI Card,720.65,695.55,716.40,699.35,17.05,2.44
