company_name,high,low,last_price,prev_close,change,percent_gain
Finolex Cables,700.00,608.00,671.60,597.80,73.8,12.35
Brightcom Group,26.90,23.50,26.45,23.70,2.75,11.6
General Insuran,159.60,141.85,156.75,141.60,15.15,10.7
Torrent Power,507.15,481.70,504.40,457.00,47.4,10.37
Tejas Networks,604.95,538.30,590.25,536.05,54.2,10.11
Tech Mahindra,"1,075.00","1,008.30","1,071.40","1,012.05",59.35,5.86
Indiabulls Hsg,117.60,106.95,116.95,110.65,6.3,5.69
New India Assur,107.30,101.45,106.45,100.80,5.65,5.61
Godfrey Phillip,"1,772.50","1,675.00","1,762.95","1,672.60",90.35,5.4
Apollo Hospital,"4,514.00","4,170.00","4,487.90","4,268.85",219.05,5.13
NOCIL,232.90,217.00,229.05,218.60,10.45,4.78
Fine Organics,"4,799.00","4,500.00","4,775.80","4,558.55",217.25,4.77
Rattanindia Ent,41.95,39.00,39.70,38.00,1.7,4.47
Borosil Renew,472.85,436.35,463.40,444.10,19.3,4.35
Kalyan Jeweller,113.00,106.55,109.75,105.25,4.5,4.28
Eicher Motors,"3,341.95","3,203.00","3,311.15","3,175.70",135.45,4.27
Olectra Greente,444.50,419.85,436.85,420.05,16.8,4
NIIT,369.70,353.45,368.15,355.05,13.1,3.69
Linde India,"3,675.10","3,473.45","3,622.05","3,495.75",126.3,3.61
Aditya Birla F,257.50,246.50,256.85,247.90,8.95,3.61
Indiabulls Real,59.30,55.60,57.85,55.85,2,3.58
Zydus Wellness,"1,480.00","1,411.55","1,473.45","1,425.00",48.45,3.4
Siemens,"3,248.05","3,091.25","3,229.40","3,124.95",104.45,3.34
Max Financial,750.40,707.60,745.25,721.40,23.85,3.31
Power Finance,149.25,142.95,148.35,143.60,4.75,3.31
CESC,77.90,75.30,77.40,75.00,2.4,3.2
CreditAccess Gr,936.00,898.65,931.10,902.20,28.9,3.2
Mahindra Holida,280.00,268.10,279.35,271.25,8.1,2.99
Metro Brands,849.00,801.05,837.60,813.90,23.7,2.91
PI Industries,"3,255.00","3,066.00","3,121.95","3,034.70",87.25,2.88
Supreme Ind,"2,666.50","2,550.00","2,625.10","2,554.25",70.85,2.77
Balrampur Chini,370.40,357.35,369.65,359.75,9.9,2.75
Shipping Corp,122.30,117.85,121.70,118.45,3.25,2.74
Gujarat Pipavav,99.95,95.55,98.45,95.85,2.6,2.71
Bandhan Bank,242.80,235.50,242.30,236.05,6.25,2.65
ICICI Securitie,478.90,459.00,474.00,461.75,12.25,2.65
APTUS VALUE,272.70,261.50,270.40,263.45,6.95,2.64
Blue Dart,"6,225.00","6,040.05","6,204.85","6,046.65",158.2,2.62
Garware Technic,"2,874.90","2,762.80","2,852.50","2,780.00",72.5,2.61
TVS Motor,"1,123.00","1,084.00","1,106.50","1,078.35",28.15,2.61
KPR Mill,585.00,551.00,583.15,568.70,14.45,2.54
Bosch,"18,050.00","17,235.10","17,855.25","17,412.40",442.85,2.54
Triveni Turbine,292.65,281.60,289.75,282.60,7.15,2.53
Prestige Estate,413.50,401.20,405.80,395.90,9.9,2.5
Sona BLW,464.70,447.20,461.30,450.10,11.2,2.49
Ambuja Cements,350.95,335.00,344.85,336.50,8.35,2.48
UTI AMC,709.60,675.75,698.10,681.20,16.9,2.48
Triveni Engg,282.25,274.20,281.00,274.25,6.75,2.46
TeamLease Ser.,"2,559.95","2,465.05","2,534.30","2,473.80",60.5,2.45
Mazagon Dock,739.85,707.10,729.95,713.00,16.95,2.38
PCBL,117.50,113.10,116.95,114.25,2.7,2.36
ABB India,"3,190.00","3,074.45","3,149.60","3,077.30",72.3,2.35
C. E. Info Syst,"1,132.50","1,096.90","1,128.45","1,102.50",25.95,2.35
Ramco Cements,743.90,718.00,740.40,723.45,16.95,2.34
SJVN,33.10,32.20,33.00,32.25,0.75,2.33
Deepak Nitrite,"1,809.00","1,749.00","1,797.95","1,757.40",40.55,2.31
JSW Energy,229.40,222.00,227.65,222.50,5.15,2.31
LTIMindtree,"4,749.00","4,587.00","4,742.85","4,636.65",106.2,2.29
Brigade Ent,493.00,476.05,489.80,478.95,10.85,2.27
Suzlon Energy,9.05,8.80,9.00,8.80,0.2,2.27
Reliance,"2,437.20","2,373.00","2,431.95","2,378.10",53.85,2.26
IRFC,30.10,28.80,29.80,29.15,0.65,2.23
Trent,"1,352.00","1,311.25","1,347.45","1,320.60",26.85,2.03
REC,116.25,113.10,115.85,113.55,2.3,2.03
JK Paper,394.80,386.00,393.85,386.10,7.75,2.01
Prism Johnson,104.90,101.80,104.10,102.05,2.05,2.01
DLF,362.10,350.20,361.00,353.95,7.05,1.99
United Spirits,790.00,771.05,787.85,772.85,15,1.94
EPL,158.00,152.90,157.05,154.10,2.95,1.91
Greenpanel Ind,297.80,283.00,292.30,286.90,5.4,1.88
Vardhman Text,317.00,306.40,315.80,310.00,5.8,1.87
